Latitude,Longitude
-76.74494986392972,159.3695689022908
-76.74565194255143,159.36926711761342
-76.74629456774365,159.37053636001153
-76.7467055286598,159.3730366857856
-76.74677468352756,159.37609806217156
-76.74648349717897,159.37889997455588
-76.74591001271197,159.38069150403655
-76.74520791995002,159.3809926842932
-76.744565349253,159.3797230355678
-76.7441544569723,159.37722290788713
-76.74408531624478,159.37416213592184
-76.74437644809817,159.37136062986488
