Latitude,Longitude
-76.73154652975312,159.35399613709285
-76.73224857119183,159.35369382877857
-76.73289125869633,159.35496101697413
-76.73330236475283,159.3574583081909
-76.73337170871918,159.3605164830356
-76.73308070474958,159.3633158852197
-76.73250734704435,159.36510626865828
-76.73180529144084,159.36540797384825
-76.73116265835137,159.36414037990156
-76.7307516208747,159.36164328605798
-76.73068229107314,159.35858571433764
-76.7309732406277,159.35578671790466
