Latitude,Longitude
-76.76097058739245,159.40273090251137
-76.76167272786331,159.40243052340736
-76.7623152044889,159.40370293871592
-76.76272584618691,159.40620735472524
-76.76279459669924,159.40927264227108
-76.76250302922861,159.41207723815617
-76.76192928903836,159.4138695042704
-76.76122713449281,159.4141692773382
-76.76058471248272,159.4128964552479
-76.76017413947488,159.41039223849302
-76.76010540303723,159.40732755698338
-76.76039691589237,159.40452336788002
