True_depth(m),Y_dimension(mm),meas,Button,Button_raw
8.3796859375,94.768,2.495687e-05,0.0,0.0
8.3796859375,94.768,-3.562571e-06,0.0,0.0
8.379578840504191,94.768,-2.584973e-06,0.0,0.0
8.379434306370955,94.768,-1.977693e-06,0.0,0.0
8.379231911373425,94.768,-1.521141e-06,0.0,0.0
8.379013041212286,94.768,-1.168912e-06,0.0,0.0
8.378750094585424,94.768,-8.981879e-07,0.0,0.0
8.37844993367809,94.768,-6.865157e-07,0.0,0.0
8.378090015294513,94.768,-5.096808e-07,0.0,0.0
8.377722495935787,94.768,-3.79252e-07,0.0,0.0
8.37731075013948,94.768,-2.791203e-07,0.0,0.0
8.376881111515162,94.768,-2.111483e-07,0.0,0.0
8.376476605358016,94.768,-1.499138e-07,0.0,0.0
8.376055894198956,94.768,-1.097942e-07,0.0,0.0
8.375636014156715,94.768,-7.446215e-08,0.0,0.0
8.375231159005999,94.768,-4.949106e-08,0.0,0.0
8.374820760915489,94.768,-2.578599e-08,0.0,0.0
8.374418417860525,94.768,-1.559965e-08,0.0,0.0
8.373989971134241,94.768,-8.047209e-09,0.0,0.0
8.373578578585393,94.768,9.022187e-10,0.0,0.0
8.373136730467738,94.768,1.033186e-08,0.0,0.0
8.372733449605171,94.768,2.144952e-08,0.0,0.0
8.372321862614028,94.768,2.601882e-08,0.0,0.0
8.371907191609793,94.768,2.935121e-08,0.0,0.0
8.371471233596143,94.768,3.108289e-08,0.0,0.0
8.371043419645293,94.768,3.230525e-08,0.0,0.0
8.370619098093139,94.768,3.409514e-08,0.0,0.0
8.370204161694508,94.768,3.630703e-08,0.0,0.0
8.369768051403147,94.768,3.652531e-08,0.0,0.0
8.369367935351407,94.768,3.362948e-08,0.0,0.0
8.368942809231088,94.768,3.53466e-08,0.0,0.0
8.36853289968541,94.768,3.694731e-08,0.0,0.0
8.368116695114182,94.768,3.878085e-08,0.0,0.0
8.367674561305776,94.768,3.703462e-08,0.0,0.0
8.36727371488058,94.768,3.677269e-08,0.0,0.0
8.366845056556564,94.768,3.747118e-08,0.0,0.0
8.366458466932917,94.768,4.091999e-08,0.0,0.0
