Depth (cm),FlowThrough (mL),FlowRate (mL/min),Liquid Conductivity,Dust Concentration,x1_m (ppb),x1_1_m (ppb),x1_2_m (ppb),x1_3_m (ppb),x1_4_m (ppb),x1_5_m (ppb),x1_6_m (ppb),x1_7_m (ppb),x1_8_m (ppb),x1_9_m (ppb),x2_0_m (ppb),x2_1_m (ppb),x2_2_m (ppb),x2_3_m (ppb),x2_4_m (ppb),x2_5_m (ppb),x2_7_m (ppb),x2_9_m (ppb),x3_2_m (ppb),x3_6_m (ppb),x4_0_m (ppb),x4_5_m (ppb),x5_1_m (ppb),x5_7_m (ppb),x6_4_m (ppb),x7_2_m (ppb),x8_1_m (ppb),x9_0_m (ppb),x10_0_m (ppb),x12_0_m (ppb)
0.759939898,0.06803951,4.8198,1.63,135.8450607,3.441432374,3.089205772,2.627653668,1.846248436,1.921599798,1.350562124,1.557128099,2.260921028,1.983705647,2.470268162,2.881199197,3.705942467,1.917438066,1.217206619,3.042546352,5.627342182,3.544415237,9.759662114,9.834493259,7.468068319,6.402664882,9.116294335,7.962374056,33.34862018,0,7.468068319,0,0,0,0
0.789535388,0.051677297,4.5002,1.66,224.4527492,5.558461971,4.277697497,3.140978852,1.967800911,1.807158726,2.400544299,2.481761068,2.07080369,1.843618022,2.710342938,0.63224212,4.391395705,2.805047539,1.923122468,2.913371689,4.527775599,7.259245961,3.854938266,12.08509738,19.6652589,8.429894933,7.201632897,17.47240614,14.63585186,13.81153986,9.832629449,0,38.40870879,26.34342166,45.52143264
0.823206434,0.059257333,5.0792,1.66,230.5684886,4.296071227,3.057791873,2.699494938,1.716085179,1.575991905,1.085504628,1.882000828,2.9346072,2.143716568,1.575762168,2.756837151,2.340347978,2.201610149,1.677121881,2.858288758,5.38444756,5.878472777,7.844258481,9.786404307,11.79044113,7.351565735,20.93473211,12.18990683,21.27278927,12.0448053,17.14973255,24.41827154,16.74778569,22.97364292,0
0.860004277,0.075037227,5.3344,1.6,210.4247757,3.392632377,2.921854743,2.225857118,1.355202424,1.344135549,1.46953595,1.263292929,1.337005578,1.587098826,0.87107197,2.177090296,2.016203323,2.511346226,1.103694068,1.504804812,5.10255538,2.49968065,3.539803681,7.728380271,7.618074362,12.77226307,6.612911773,24.0661004,16.79924513,14.26777896,13.54324331,19.28325073,13.22582355,36.28483826,31.35010026
0.893296776,0.051669333,4.48,1.55,365.1757017,6.191658209,4.839452751,4.143088809,3.183697956,3.253387045,2.845528028,3.345497841,3.624464978,5.224389459,3.433630168,4.84793664,3.904064454,5.610959711,4.808547155,5.827641401,13.17374087,8.29755973,17.34989577,15.54037707,14.7512173,23.60734364,21.60822846,38.4452178,19.51747674,55.25467403,39.33657946,14.00213204,19.20731419,0,45.52844845
0.926560124,0.05078766,4.3972,1.54,306.8525186,4.985706526,5.244561192,3.659186931,2.650063848,3.015655521,2.261661226,1.756684209,2.370462209,2.344890359,2.390110182,3.431023846,5.461278596,3.139601258,0.652269799,3.705505753,8.37652306,7.914004963,7.844928803,7.90507894,8.754257342,18.87063115,29.31112949,32.00123982,19.85629997,21.08021051,30.0145966,14.24520893,0,53.60974759,0
0.949909961,0.053414667,4.5784,1.58,355.110211,7.0597808,6.920216325,5.769344622,3.415634092,2.867341441,2.49449836,2.714218109,3.506034968,2.972753908,5.069559779,2.650603622,6.608872346,2.985191356,4.961522195,2.113958335,7.566326444,8.528087774,13.05343275,15.86773664,14.26921876,22.83596966,18.57971193,47.33147206,9.439869933,33.40576134,19.02562501,13.54460999,18.57971193,50.97314657,88.08159728
0.98614731,0.04427346,3.8332,1.61,513.314252,8.394428873,8.92201719,6.376076084,4.999082261,4.978111563,4.462423041,5.163834458,7.100241632,4.662505637,5.694466909,4.919811794,6.26482684,4.911202123,4.115330319,7.651291301,14.41351111,9.683665553,23.99785797,15.11366183,17.21540543,27.55094604,22.41589248,57.10407099,45.55573527,56.4243375,57.38468476,16.34118562,0,61.49764742,0
1.016151253,0.059463967,4.2986,1.6,379.2343086,8.127302919,6.429520786,5.736273294,3.722030011,3.329492727,3.399730939,3.750922001,4.499091746,5.340668239,3.454630298,4.029310743,5.724528769,5.363012599,6.685175974,4.430776613,10.01604233,9.913615419,11.16714315,25.50626961,17.09013837,23.4432625,27.1205809,30.36886928,25.43864129,18.0044256,34.18027673,0,50.06876474,22.89381104,39.56050548
1.046606118,0.079280133,5.4992,1.66,392.2650859,5.632243755,5.416690231,4.450846284,2.452172468,2.403044878,3.187455021,3.024377524,3.037084416,4.005761656,2.591141214,3.70903857,2.862450516,4.571046608,5.223133366,5.697083244,11.53708467,5.745764375,14.65782851,19.69362109,16.02304662,25.276411,20.34175841,41.00063961,31.80036944,36.01119285,51.27374919,9.125625772,0,51.51442458,0
1.076704855,0.06169718,5.3884,1.62,394.1089897,7.965514968,7.6358618,5.414255404,3.975122946,4.056631567,4.021371476,3.344015857,3.902616901,3.603148843,4.994377885,5.119112112,5.721666912,3.289294314,5.90626386,2.440227788,8.963962481,12.59493546,22.06401309,21.69091367,16.47153757,16.9460263,24.12822886,40.97747746,28.60416425,23.13697458,41.17884392,11.72631922,32.17097181,22.06513842,38.12855918
1.111957318,0.05682406,4.9628,1.59,405.775564,7.69032586,7.493515808,6.706539128,4.263387287,5.324867872,3.638530343,3.630792102,3.295675971,3.492989129,4.436743044,5.558117133,5.102998378,5.61216503,4.663835252,8.279677936,11.97870072,10.84573125,18.69750603,20.41093939,17.88410434,13.79946323,32.74677309,38.13567909,44.36743044,37.68173425,17.88410434,38.19583613,0,23.95740143,124.195169
1.146564945,0.0601453,5.1924,1.64,534.978193,8.487925178,6.597698193,5.51484265,3.282043004,3.664429692,2.826479084,3.893852651,3.224890975,2.508080035,2.794496582,5.251196377,2.725031403,4.097200704,4.957084111,4.693483106,8.487925178,11.13785542,19.87315269,14.09203817,20.06464028,31.86932974,28.87592146,33.02733171,20.95872437,65.2683873,16.89653918,0,132.0042124,67.90340142,78.22471844
1.17826946,0.061560113,5.3222,1.67,519.2263279,8.735135682,7.858902058,5.999512329,3.741048527,3.580211459,3.657146996,3.079721356,4.889132841,3.740141842,4.853816356,4.069025229,5.529606258,5.886818021,5.381285865,5.502737423,13.82141722,12.62297872,26.42789869,19.56528861,20.63526533,31.13688871,38.28808998,35.20175645,49.1448906,46.37698042,49.5246368,23.50485692,32.24260209,44.2285351,38.21345432
1.206593014,0.050729,4.3482,1.66,634.9093232,10.06345101,8.036671975,6.121154457,4.480838778,5.301909037,3.89455554,4.396788835,4.350872663,7.199312344,6.074218521,4.723113007,6.710228625,5.714966738,6.856752472,4.080769638,11.74069284,12.14883958,20.94400057,24.62201748,22.53697777,37.78490405,51.3537905,32.03824415,54.66796669,21.10458641,10.01643457,42.78504374,97.8167438,107.3434774,46.37238225
1.229593273,0.061731637,5.3602,1.68,596.6476651,9.9678757,9.686261159,9.221961037,5.281055526,6.414372119,4.837837902,4.697074737,4.658857196,5.530318577,4.99159018,6.527635414,6.943860383,6.809735118,7.244550616,11.279754,10.68183582,18.6648252,22.05169765,26.01456778,24.69351551,45.16418016,28.13388811,43.87993406,65.34445326,34.68609037,41.15585918,11.71977396,32.15301498,88.21128938,152.4291081
1.263255666,0.05117234,4.4692,1.66,675.4198793,12.37056816,11.68499925,8.596507337,6.253894176,5.912971959,6.464619488,6.429077383,5.489499477,6.981789047,6.569011121,8.93873312,10.34770093,10.48109024,10.03418018,8.090830435,18.28981851,15.70902536,22.06020806,27.8956578,32.27138049,32.34970081,60.6058077,70.57927899,44.34082507,27.8956578,39.71862214,28.27624564,77.57543386,53.20674476,137.9118824
1.299600262,0.07372288,5.2224,1.68,552.6367958,9.472989212,8.110762284,7.626254894,4.949479903,4.357648901,4.487205416,4.008717899,5.443367953,4.200024269,4.939637597,4.136353964,5.30138391,4.129115344,4.718158001,4.339626216,15.58057436,12.72122735,21.61747218,19.96795331,21.538586,34.27264713,43.75025281,29.39418695,41.03698926,29.04429572,6.892347519,58.88110947,26.9232325,110.7951955,31.90901629
1.336505329,0.054511847,4.7678,1.66,611.9192234,10.86351411,9.273919769,8.069867803,5.047763046,4.659873159,5.141439004,6.137510866,5.398592118,4.951964333,7.023049594,5.194507894,5.550731263,10.10491616,8.50790467,8.630874655,16.77913457,18.18754547,20.0996738,25.36837825,26.7988658,27.17127206,43.23865916,26.50217949,36.99948079,52.37342606,55.92806777,39.81597793,18.20575123,99.89438258,86.30874655
1.373649783,0.050516693,4.3054,1.71,926.6119821,13.09704514,10.54538502,8.847781605,5.03252612,6.211556618,6.093764058,4.525648914,6.355139039,4.71493625,8.317836352,7.330033493,9.98285885,8.034579066,12.45960171,5.960610765,21.8957802,15.91290984,30.89078229,37.08824476,42.74875533,44.84255784,44.20252734,71.49531419,89.83263261,35.32213787,100.5853067,100.251332,39.29113542,134.7432627,186.2690864
1.412958905,0.05478696,3.8856,1.66,702.4704949,12.00167599,11.90625894,10.26210387,6.332611034,6.272875984,5.11562121,6.717360415,6.226037145,5.506756576,5.794747103,10.53563275,7.363810938,10.58334128,12.09311733,8.587534621,14.75361308,20.05256424,30.30112585,30.12634368,30.14224652,42.93767311,45.28582711,39.55364775,55.22053122,32.56902019,74.19629913,26.41069437,36.22866168,99.39276182,128.8130193
1.44991133,0.050356973,4.4044,1.68,482.5840128,10.27296829,7.700238553,4.764927103,4.632730221,3.857445525,4.105808051,4.318539597,3.984559991,5.360542991,5.56281233,7.353282566,10.01452204,6.332906474,4.604939139,5.605796592,13.51706354,9.57802902,16.48338313,23.03221118,20.18086773,32.87349853,27.09833313,53.79155987,55.07184206,28.34733684,40.36173546,0,19.70787864,54.06825416,93.42994319
1.479995295,0.043691667,3.745,1.72,907.1009773,15.01828691,14.39066585,10.17604224,7.187745884,6.155877403,6.309549999,7.529832547,7.041707065,9.630897118,9.18972715,9.970646911,8.656702598,10.28497156,8.719361882,9.906834771,17.52652777,19.62522432,27.3570871,37.77678702,37.79672831,57.82975209,73.82173498,53.73128651,40.39205654,73.51158555,58.14881279,99.3526981,45.42875999,124.6330864,269.2074666
1.50994893,0.06205692,4.4012,1.73,629.0985224,10.7273046,9.693885652,7.050800647,6.07270739,4.635073076,5.330746457,4.582599226,6.466656134,5.117516599,6.169165382,7.195410856,8.126426821,7.941978606,8.541128183,7.278245829,12.68246006,12.09013296,19.79600118,28.75356377,23.54057635,25.27168691,45.97768819,52.37991469,52.81407437,34.50427652,57.31618591,23.316685,47.97671811,87.74891287,75.81506072
1.540332162,0.0567341,4.9334,1.72,693.0126623,12.1176716,12.26413946,8.914767036,6.537015919,5.925901344,5.668910724,5.995391991,6.130246079,6.577232191,7.241712512,6.142819663,9.111073316,8.176092971,10.21831656,6.965957498,16.49683015,19.83665241,23.40894199,23.58842751,31.34680874,30.71409831,39.35843731,50.92819819,44.43778132,37.74148401,62.69361748,76.51280214,69.97055522,47.99077862,207.3201636
1.579753202,0.062914333,5.455,1.74,433.1182429,7.919603824,7.833743201,5.870373877,3.56544459,4.750031234,3.797514948,4.254255379,3.827116091,5.552551088,4.897755647,5.020076741,5.811366337,4.838488448,6.318545556,6.580801289,12.17152227,11.4994595,16.35980259,16.30797895,19.18154012,23.54242885,35.49215894,51.66606722,56.10156468,28.36170253,48.45862767,11.4994595,0,21.63826181,186.9545821
1.599961029,0.062557547,5.4556,1.74,625.8333511,10.16270086,8.660470875,5.866250419,5.498195259,5.135406424,4.259847309,3.83283978,4.704264176,4.822734719,5.074952499,6.789641688,6.046045353,4.402647401,8.737550718,7.52083387,15.30117568,14.9917247,12.20714467,21.39259412,28.42875203,43.1751574,39.66064736,57.73415126,32.2408747,39.93284236,32.49000232,46.26017908,63.45703578,87.04668831,112.8125081
1.63002562,0.05414506,4.6212,1.78,614.8003016,11.06281901,11.00999405,8.515554651,4.474332007,5.312365691,5.091411024,5.046254608,5.31163655,4.838877037,6.898170511,7.442260064,8.382499109,9.637927925,7.341890124,9.732062458,18.07136629,16.33121,33.11317959,28.01186231,30.4995886,48.27411933,57.27837401,36.68735013,65.18771133,65.91026426,46.92244399,40.08569727,18.32907968,0,86.8934148
1.660152404,0.059678883,5.197,1.83,597.1814275,10.424794,9.108578219,7.055829066,4.961540417,5.070145327,3.926406276,5.138944406,3.698383867,7.450009461,5.632673599,5.292236781,7.393961936,7.529757994,6.661101198,9.144985158,18.53423442,15.2658676,26.7046268,35.13169266,31.92861197,30.65847515,24.9442281,45.38925655,50.69406239,41.85903807,85.14296526,36.36868458,33.25897081,22.81136544,78.83607895
1.689631861,0.069618747,4.9492,1.85,550.2984704,9.112377153,8.614931311,6.690440276,4.339075436,4.399909353,3.563799863,3.123707244,4.323197216,4.903788611,4.157844724,5.631683734,7.062659372,8.745066225,9.278844248,5.676737204,12.22153588,14.24094425,25.75333773,25.63041841,31.93164677,26.28119076,57.0207978,44.09661161,43.45618357,35.88258578,58.38929695,51.960202,14.25519945,19.55445741,101.3703072
1.719801342,0.045062617,3.857,1.88,553.65644,11.26845554,10.41437912,7.882722702,6.238978289,4.725138323,5.403873955,4.578436929,4.601124892,4.22848039,6.423593656,6.525432701,8.673115738,8.363671261,4.778399147,8.352553857,16.99331432,11.29797104,20.63039717,31.67783389,29.59936273,38.66923082,49.55250457,64.11890172,50.35268576,39.59729236,22.55189541,32.11002296,44.04667073,0,0
1.749927489,0.04685734,4.1284,1.83,751.0333189,14.11986709,14.30784145,11.19548573,8.042571701,7.174984312,7.256042809,8.568144532,7.422401572,7.794166632,6.97466233,9.064606031,12.64590985,8.662044553,10.25122688,12.8522168,18.61222192,21.15862083,34.01179638,28.56048177,36.59869549,37.18812731,55.59697665,46.24727133,59.18499177,76.16128472,108.4405792,61.76029864,21.17980063,0,351.4278031
1.779588017,0.061143333,4.316,1.85,575.2979539,10.77626396,10.10544153,8.695109113,5.331868303,5.376376054,4.959530571,4.19508378,5.031847318,3.505937247,7.177637481,5.521722028,8.041653388,9.483112282,7.043357216,9.233744191,14.95930237,13.14726468,24.97897908,23.34655321,30.12509042,21.37440785,36.52017966,50.20908519,45.35656025,29.18319152,49.86221863,70.99522926,16.23119096,44.53001635,230.8436048
1.809273043,0.060510277,5.2694,1.84,582.8448989,10.25906247,11.07956249,8.708324184,4.547374435,5.000483028,3.568736369,5.713397878,6.631943936,5.510736398,8.024296695,8.459226948,8.542491839,8.624091882,6.569579635,9.019335762,16.52192763,14.61329206,27.98382018,38.33505673,40.93689896,25.9176315,45.10275326,44.76562157,41.66461745,29.48850517,33.58925043,35.86898959,32.80200237,44.99588802,116.6293418
1.850066989,0.052074953,4.4572,1.87,903.6875028,12.15614953,12.17837045,8.80889494,7.121882807,7.747310165,6.440798584,6.210563726,6.293408538,6.860773943,7.172389648,10.03862671,9.926241149,9.742696362,9.54218525,11.56449797,17.97280173,20.58232183,29.96642485,40.26158553,46.34833953,56.88555137,52.40868985,48.54915158,87.14453422,75.38339419,39.03018066,69.46533618,57.1731162,130.7112853,90.34764041
1.889605763,0.0620913,5.3604,1.89,720.02915,9.340084744,8.754685066,8.031946678,4.431585185,5.414618142,5.327794819,5.029087507,7.109383096,4.091746421,6.917670183,5.612820879,6.70058995,8.8714142,7.736111552,4.243292584,17.47154937,18.98826073,30.4796564,28.01920183,27.61928834,40.69295137,39.95846114,63.98444786,64.96594606,40.23270006,73.65143557,116.5188727,15.98338446,43.85016312,75.77308186
1.909599165,0.05699581,4.9778,1.94,1028.636194,13.54291333,13.54305664,11.51534573,8.343652757,7.930462532,7.174519562,6.554865592,7.040881819,8.497210763,9.993547433,10.7005735,11.06004589,11.953496,11.62445337,10.566052,26.87085978,25.38715839,33.20457223,43.04687852,40.11797869,50.44556076,63.11964963,63.36793637,57.5038549,37.56818489,98.06617012,126.9357919,69.64926855,143.3112522,123.8209219
1.939648732,0.060425167,5.285,1.94,1115.335171,13.63042784,14.24379709,11.99081128,8.018611726,7.418557487,7.223563515,7.751635578,8.855046874,7.620783471,9.580906583,10.63398668,12.31016883,8.39634355,11.23883973,13.08088504,21.12153074,28.38084879,36.26536414,50.2010685,43.09684445,54.79206696,78.01448596,92.64592791,66.75728458,94.49612895,100.9096846,95.78536466,65.69640923,135.1777968,350.3808492
1.96982508,0.059616733,5.132,1.93,933.7883362,11.53174879,12.03585747,8.957223074,5.317894498,6.453943017,6.011352215,8.137349988,8.750747683,8.389998045,9.710828567,10.5955078,14.80334017,11.91428316,11.94691458,13.25826852,21.40794948,23.82160159,25.61861342,44.14746201,34.09269047,49.68927795,83.23410759,66.64030928,42.28909214,77.81925506,68.18538094,12.13553289,99.88092911,137.0108767,78.91826497
2.009300904,0.05931481,5.0914,1.91,1445.207439,17.05287625,17.74855557,15.8639947,12.4043494,11.02125326,11.61913674,11.18705404,11.614294,11.51131116,14.32554067,15.23971713,18.49208851,16.37388259,18.70971351,16.81583438,30.48230319,31.17089053,66.61158716,74.45501514,57.82426069,54.34887074,96.20645225,115.6918995,97.76000829,120.3313376,94.23212853,85.38113492,117.1208984,183.6110498,317.279894
2.03960046,0.062249887,5.4052,1.87,1485.564928,19.52921848,22.7333006,20.2176617,14.51009999,14.40219723,11.88319047,14.24263936,15.25697778,13.00921503,19.95013547,19.41987235,21.87333704,20.9577163,23.14920953,24.48793418,48.864051,45.6279086,63.4708567,81.69362952,69.38248017,89.57634815,125.5484907,130.5438592,101.2506875,126.1234982,138.7649603,69.73321881,31.88533096,87.47690249,340.1101969
2.070163049,0.061306587,5.3156,1.85,885.0758237,14.30048283,12.59077572,10.89750085,8.244827905,9.018008823,7.869151556,8.458780004,8.182252189,10.36030011,9.595468538,9.948161967,10.89929952,13.71389656,12.968495,13.50676162,31.57375624,28.84696061,36.28554328,61.12150713,41.44120042,69.63713377,78.91634846,70.69465892,74.02218586,81.49534284,24.86472025,59.0051467,0,66.61715603,498.8292644
2.099943074,0.054335947,4.7386,1.79,119.6591625,2.054464232,1.067118788,0.649411133,1.100892175,1.7874841,0.591911189,0.923606945,1.477109674,1.461175049,1.890332584,1.603484279,2.552321046,2.401017272,3.048373941,0.692705208,3.91475654,2.958879475,4.277369477,11.49377531,10.52046035,12.82787423,2.283086014,3.323496767,0,19.70361482,0,0,0,25.05444186,43.29407553
2.130071806,0.070975777,5.0278,1.71,261.1448922,5.696633323,4.059167723,2.717811971,2.612664012,2.578944546,2.265706435,1.571273407,2.355855178,2.908390249,2.894311701,3.222338042,4.440784613,3.471992517,4.900773369,4.507590586,11.68816812,9.438285665,8.888109806,11.94167789,8.948893075,15.95824554,27.96529086,12.72161796,21.31265889,25.14037451,42.95468676,0,13.98264543,0,66.28809685
2.16041251,0.0324208,2.8192,1.68,614.4495715,13.35289282,10.50713102,8.344298308,6.088667186,5.76105942,4.818378778,6.01971923,6.395237848,8.326158529,9.792373346,7.390280305,6.221944173,8.048015252,10.72879744,8.707093887,19.02682252,17.35636723,28.67479147,38.52620307,45.05921086,48.37274382,30.61087695,50.13041281,85.53926128,44.02994637,0,44.63065859,0,41.99022901,72.55911572
2.190459611,0.043114097,3.7114,1.71,444.5120956,6.883497718,7.228683025,5.347151548,3.74607524,3.465746374,3.516741093,4.526689141,4.653939122,4.419584443,3.032086018,5.052108417,2.631801153,2.689742521,4.225993964,3.928519505,9.374029289,8.07955281,13.86178562,33.10949772,20.6247274,22.22927703,28.77333622,29.31981647,17.54278339,57.94162101,35.35667554,16.78060968,23.01866897,63.15135521,272.8138545
2.220324878,0.05251657,4.5866,1.72,367.5392801,7.258278837,5.658450492,3.941867547,3.189287721,3.058638702,3.149574567,4.671843018,3.183921779,2.721232426,4.978453454,3.318070326,5.761621741,5.796461479,6.623360896,4.300219142,12.96121221,12.24554592,14.54110621,16.98852007,25.39816931,28.20359777,23.62180925,34.38635522,48.00651545,40.77244816,29.02647921,13.77623916,0,0,44.7939494
2.250969244,0.044868213,3.8624,1.72,225.3553957,4.88493816,3.634576038,1.520459758,2.066450206,1.914895759,2.355238041,2.361275946,2.235997004,2.123400697,3.121657531,4.369137236,3.6528718,2.261513979,1.845808776,1.677748699,5.214899045,5.374858013,11.09988417,6.959550157,7.078002322,25.24390403,22.11875726,20.12397304,16.85695067,31.81508643,11.32480372,0,22.11875726,0,0
2.280884851,0.03963761,3.4618,1.68,494.1263842,10.13179808,7.40555446,5.044605091,3.018245475,3.486987103,3.361524532,4.079645773,5.905807928,4.606911414,5.182603616,6.04473377,6.361395391,5.485595896,5.014518803,4.273077254,11.2694788,8.112170099,12.5646317,24.75922952,22.43365558,41.76361514,34.4266478,31.89136281,31.80234037,27.01006857,38.45769528,36.50476545,25.03756203,68.69015647,59.34829519
2.320578638,0.05360238,4.5814,1.62,333.7984291,5.511218517,4.394498341,2.808740453,2.343512338,2.648229388,2.657194642,1.664438787,1.871655523,2.073640412,1.742002203,3.860392694,3.998477924,3.515598673,1.545045984,3.862018122,6.349330088,5.998745478,12.38830492,10.81885211,21.32887281,11.37799952,16.20031572,30.32081948,14.11021784,26.63102059,18.95899805,26.99435465,37.02929308,50.79464071,43.88656957
2.351339436,0.03796802,3.3452,1.67,691.2453039,11.93983305,11.02412315,9.16979178,6.538259747,6.099999749,4.961484678,6.021404812,7.398608979,6.273252822,4.672705653,6.023699555,7.305241635,8.781119737,6.98003357,10.90461725,17.36743733,11.29185508,32.35562091,31.72252291,33.45734839,39.01062569,45.7424685,76.09997806,73.04176731,28.19779815,26.76587871,38.1100109,52.27710685,71.71070899,0
2.380924888,0.06407856,5.4768,1.67,348.6889832,7.329567046,6.58860093,4.515523183,3.127260694,3.497796865,2.581282307,2.784640614,3.548827648,3.717046523,4.080168146,3.569180474,6.099283283,5.655451442,4.652809161,2.643233083,8.96278579,7.527019208,13.47182921,16.70784368,11.89454887,17.6759414,29.03942596,31.00005328,23.60668713,27.84640614,31.71879699,33.87158644,30.97538769,0,0
2.410653252,0.068060143,4.7986,1.67,294.1076793,5.920669543,5.351225147,4.147669042,2.944312959,3.29317241,2.295259561,2.539807216,3.144675618,3.149636179,3.429887871,2.24025334,4.445782754,4.68564988,3.407145299,4.424180311,7.813383581,5.511863312,13.65938468,12.45324828,14.93160855,15.36173719,21.87247346,21.22656042,29.63423121,26.21736481,44.79482565,10.6300221,14.58164897,0,0
2.440862105,0.0696915,4.9194,1.72,373.6344154,7.911287757,7.17594821,5.569546581,5.192871613,3.376889227,3.88971648,3.360480631,4.414654841,4.784746835,5.225376262,5.000715224,6.874381642,5.199962471,6.417109209,4.050579332,10.98789966,9.612214625,20.0094634,20.48292956,20.05036769,26.25375493,24.92055643,38.86815675,28.94054545,25.60366195,29.16417119,20.76238359,0,19.53404384,33.75482776
2.471401683,0.21515472,5.3856,1.74,354.5805063,5.985662543,6.215205741,4.788934984,2.79413385,3.350908031,3.139150982,2.565761209,3.512742377,3.690104012,3.819131105,2.935885222,4.043226465,4.446651262,5.004007559,5.598024456,8.205767559,8.717870728,13.11698469,16.17207065,15.94124933,17.81778617,23.63972883,37.7697521,23.43557724,24.88010869,18.89333254,20.17564368,32.2884101,31.6366942,54.66820758
