Depth (cm),FlowThrough (mL),FlowRate (mL/min),Liquid Conductivity,Dust Concentration,"CPP (≥4.5 µm, ≤10 µm)",x1_1_m (ppb),x1_2_m (ppb),x1_3_m (ppb),x1_4_m (ppb),x1_5_m (ppb),x1_6_m (ppb),x1_7_m (ppb),x1_8_m (ppb),x1_9_m (ppb),x2_0_m (ppb),x2_1_m (ppb),x2_2_m (ppb),x2_3_m (ppb),x2_4_m (ppb),x2_5_m (ppb),x2_7_m (ppb),x2_9_m (ppb),x3_2_m (ppb),x3_6_m (ppb),x4_0_m (ppb),x4_5_m (ppb),x5_1_m (ppb),x5_7_m (ppb),x6_4_m (ppb),x7_2_m (ppb),x8_1_m (ppb),x9_0_m (ppb),x10_0_m (ppb),x12_0_m (ppb),ABK1 (ppb)
2.36303425,0.063932897,2.1442,1.91,199.0586339,50.53869055,4.705869312,2.352359731,2.24450802,1.450238196,1.811312521,2.29970084,2.180457093,1.883071705,1.862757681,1.89867986,2.384874946,2.563591512,2.494068148,4.922488355,2.943617076,5.323381575,3.772084303,9.347900632,13.25717913,6.954295341,21.80457093,15.52298067,16.94764534,11.83023605,11.16394032,23.84329831,0,0,21.2935263,0
2.393477196,0.037237,3.238,1.91,126.2729464,41.90332972,3.473128812,1.897754142,1.832057169,1.686734147,1.304141589,1.480649651,1.796960288,1.616540386,1.492494849,1.755319302,2.047318037,3.385752203,1.557131604,2.224082013,1.516185243,5.141144623,5.037170114,8.024792077,4.791894102,11.93995879,9.359168167,6.662923431,0,27.08206922,19.16757641,0,0,0,0,0
2.42370368,0.04286172,3.7598,1.91,114.80818,35.28689222,2.985590423,1.860086357,1.591637312,1.116483772,0.958692142,0.964758608,0.650477573,1.56044742,0.926168263,1.960675345,1.27046401,0.58828836,1.690987597,1.545773561,1.317217085,5.459025043,3.750981466,9.295604021,5.203820585,13.33682299,16.26193933,2.894275823,12.6396241,0,24.97833881,0,0,0,0,0
2.456830239,0.01686634,1.4334,1.91,351.0902032,55.91331797,8.071441798,3.867512052,2.510541257,1.41863661,1.993323266,2.996522768,4.959093841,2.775849549,2.824358914,4.982581736,5.165722751,2.9899849,6.016129859,4.910261618,5.578980571,8.828139467,7.943509446,13.77980758,18.51395034,18.82905943,25.82861375,14.71020268,21.41369652,44.84323563,42.31760077,30.12649508,42.89495101,0,0,0
2.474610285,0.038837657,3.4118,1.91,100.9311744,58.14593796,2.348517252,1.352991305,0.726848563,1.155155016,0.480920249,1.064719575,0.430725075,0.861064572,1.635409267,0.961700288,1.402099852,1.947727009,1.866194903,0,1.453697126,2.190781019,5.519506277,1.709790664,5.743000994,4.906227802,4.486719526,3.194158725,13.94924606,6.491476947,0,0,0,0,35.0524963,0
2.507863138,0.032035927,2.7226,1.91,157.0720654,57.66075306,3.187101853,2.036175632,0.734308267,1.587134228,1.399265198,2.294713334,1.044349535,1.878987768,1.2391452,1.457355441,1.359830124,2.361260021,1.809933895,2.58516455,2.937233068,2.655918211,5.854961072,4.145612112,4.177398141,0,21.75728198,11.61698625,5.636963305,7.86971938,11.13972838,31.72211713,22.58342128,0,0,0
2.541117587,0.027310933,2.368,1.91,274.1412749,79.35000091,3.190181573,0.663458074,1.03361883,0.876103614,1.504569384,1.009393388,1.429201345,0.979585129,1.162821183,1.367590963,1.19631809,0.461629243,1.592299378,1.21296685,0.68907922,3.894264615,3.924521494,4.862833649,13.06698372,9.302569467,3.190181573,18.16908099,26.44879849,27.693717,13.06698372,55.8154168,26.49052008,0,49.84658708,0
2.567224844,0.02129992,1.8362,1.9,246.5820163,54.53613047,5.304837566,2.296866839,2.871514966,1.825439346,1.578412874,1.509961295,3.403276997,3.140080357,1.863723656,4.383841068,1.533928935,0.591904828,3.402765687,2.332914169,3.534172266,7.989213202,5.032053871,12.47033093,14.66027014,11.9278314,20.4523858,17.47240927,0,59.18185442,0,23.85566279,33.96636363,0,0,0
2.636383651,0.044408,3.12,1.88,138.4931943,60.87057958,2.605731612,1.183278053,0.635675891,1.010257474,1.177668066,1.138091601,0.62782804,1.506112871,1.609054598,1.682137706,0.735735984,1.419510615,0.652843064,0.745974977,2.542703562,2.394973908,2.413581897,10.46725454,8.036198913,5.721083015,5.885887876,5.586995132,12.19951426,22.70885903,16.07239783,11.44216603,16.2916778,0,0,0
2.667737716,0.02680899,2.3346,1.86,188.5072894,79.03381916,3.656150075,1.284171934,0.96522362,1.338760286,1.532739359,1.028292209,0.415988631,1.746370239,2.073037092,2.089794447,1.624955589,2.82163382,0.540703972,2.471354331,1.403961629,2.380306038,5.99700016,1.238470058,1.663954523,0,3.249911178,18.50925975,6.735999494,9.404075011,13.31163618,0,26.98650072,74.03703901,0,0
2.775772754,0.0375824,2.656,1.85,95.00689362,57.70048593,2.028502217,1.06068932,0.625937827,0.63665991,0.993966086,0.366760446,0.890222687,0.533894539,0.211254017,1.49073179,1.159144124,2.012781325,1.542820829,2.20364165,1.001500523,2.263953367,2.851929224,4.417244694,3.560890749,3.380064266,6.954864745,0,9.6101017,6.708293055,0,0,38.50104453,0,0,62.5937827
2.803610567,0.037897333,3.305,1.85,112.3998391,67.76285029,2.370867341,1.099687301,0.931104265,1.02597488,1.18284727,0.727425207,0.588549856,0.88242964,1.466489217,0.985562369,0.862133578,2.661406356,1.529999724,0.874131604,2.482944706,2.245139527,0.707057301,2.62832198,4.708398849,1.675987676,4.598045751,6.546826861,14.29536016,0,9.416797699,26.81580282,19.09054713,0,0,0
2.868280715,0.0356972,2.562,1.83,80.98843546,58.4432732,1.639858115,0.913667924,0.527195316,0.418926544,0.627874977,0.900968558,1.093442137,1.124179942,1.11205262,0.784729312,2.135629173,1.765898373,0.812149266,1.856014297,0.527195316,1.787636027,1.501271036,2.790313924,0,8.896420956,2.440719055,6.950328872,10.11761948,0,9.99718525,0,20.26715899,0,0,0
2.933794953,0.05171527,3.6462,1.82,53.12707055,65.9604904,0.973990897,0.665709616,0.545856088,0.462672,0.433399625,0.62190635,0.431293699,0.517320787,0.921132148,1.263897971,0.631777879,0.731361867,1.121195143,1.281140242,0.727808117,0.822627447,1.036273666,3.210089728,0,0,1.684741011,2.398781635,13.96766124,4.875035032,13.80139836,0,0,0,0,0
2.973418616,0.0256088,1.8292,1.8,182.1987977,55.16460951,3.614861435,1.839645512,1.837200165,0.817543441,1.166962327,1.25589855,1.306453451,2.08938991,1.550137639,1.45849027,2.976944711,1.476936695,2.264179092,2.587177593,5.144160461,4.153103671,3.139028719,2.593025163,6.967751736,19.84176178,13.60889011,14.53254037,14.10338189,9.844809321,13.93550347,19.84176178,28.25125847,0,0,0
3.042249227,0.058957867,1.984,1.8,135.5849849,69.34646949,2.516846375,1.10639643,1.396503383,0.811671411,1.33055739,1.168948144,1.040358076,0.794099667,0.942639784,0.791882995,0.554168009,1.069197903,2.950390481,1.685640542,0.95760232,2.886291715,2.272435193,1.689450447,6.052992442,2.15460522,7.388906789,6.31231998,18.37773515,17.10467269,18.15897733,17.23684176,0,16.83285328,0,0
3.073570836,0.029005877,2.5186,1.8,154.1820826,76.10416137,2.112022245,0.999502794,0.811016542,0.824908955,0.901504962,0.792008342,1.537927665,0.691757686,0.821154249,0.965757372,2.252823728,0,2.498756985,2.284175524,1.297626467,5.866728457,2.771395589,1.144669123,3.075855329,2.189744663,3.00376497,8.553690091,6.225819173,8.691816346,0,0,0,0,93.86765532,0
