Depth (cm),FlowThrough (mL),FlowRate (mL/min),Liquid Conductivity,Dust Concentration,x1_m (ppb),x1_1_m (ppb),x1_2_m (ppb),x1_3_m (ppb),x1_4_m (ppb),x1_5_m (ppb),x1_6_m (ppb),x1_7_m (ppb),x1_8_m (ppb),x1_9_m (ppb),x2_0_m (ppb),x2_1_m (ppb),x2_2_m (ppb),x2_3_m (ppb),x2_4_m (ppb),x2_5_m (ppb),x2_7_m (ppb),x2_9_m (ppb),x3_2_m (ppb),x3_6_m (ppb),x4_0_m (ppb),x4_5_m (ppb),x5_1_m (ppb),x5_7_m (ppb),x6_4_m (ppb),x7_2_m (ppb),x8_1_m (ppb),x9_0_m (ppb),x10_0_m (ppb),x12_0_m (ppb)
5.159354113,0.053653767,4.6996,1.42,67.09827944,1.014919847,1.519715606,1.666092421,1.226378397,0.556988012,0.599437035,0.623566754,0.997260242,1.331777823,0.696133523,1.420887786,0.704937953,0,0.926139733,2.806050393,0.396453065,1.997666735,5.569398034,2.494267016,4.735210039,9.743230532,4.624228553,10.09725995,4.698901281,6.65137871,0,0,0,0,43.8445374
5.198607134,0.049375667,4.2322,1.44,139.5871077,2.012713029,2.311945556,1.810449155,0.969190252,0.983527386,1.488856213,0.564662505,1.219125096,0.643185884,1.134673863,1.102856454,1.276694203,0.587160776,2.348229534,2.286883143,5.169639629,4.884192807,8.069269818,5.420760043,7.718230609,8.822851633,10.04977944,7.314750575,10.21206477,7.227680058,0,43.95773526,0,0,47.64339882
5.238764595,0.051113333,4.4,1.4,187.6934799,2.210628977,2.339697748,1.564805707,0.936241323,0.950091047,1.078680404,1.636398125,0.78511953,0.465989935,1.096099095,0.426145345,0.98663301,1.985198089,2.268398305,0.736379156,3.329260507,1.57271603,4.547050733,5.236473999,1.242639826,3.40916276,14.56218546,7.066075769,14.79733779,20.94589599,9.941118607,28.30888853,0,53.26816812,0
5.268902525,0.055561007,4.8244,1.41,134.9804442,2.156177633,1.369711842,1.143166178,0.915125891,1.142970162,0.744248814,0.702521876,1.444541006,1.000270406,1.512534108,1.568129188,1.134565969,0.521794987,1.490580299,0,3.44559636,2.411366157,4.183058115,4.817292865,4.572664712,9.408775127,6.698239324,16.25108632,4.537602323,6.423057153,0,13.02137725,17.86197153,24.50201856,0
5.317932715,0.05714136,5.0124,1.41,138.1015494,2.120368795,1.839193599,1.770245876,0.837474201,1.307481343,0.723665193,0.780676907,0.702294734,1.528380887,0.49023403,1.143569687,1.103187383,1.522091254,2.318968731,0.65869614,4.094813334,2.344675225,4.067367661,3.122707626,6.669298417,7.623797916,10.85497789,9.480978913,22.06053137,6.245415253,0,25.32249243,17.36796463,0,41.16850875
5.348772628,0.060421953,5.2238,1.45,128.9991912,1.712343153,1.739335088,1.167998277,0.544502592,1.112842803,0.912498654,0.830576552,0.88555178,0.656999031,0.927233817,1.261726533,1.251948153,1.439449728,1.918928342,1.868797243,2.464309636,3.10432042,2.747522181,5.90632215,3.153595347,7.209865906,8.212487883,2.988737257,16.69020871,11.8126443,0,23.94761467,0,22.53083096,0
5.378856378,0.057294327,4.9534,1.45,82.40346051,2.209750796,1.992411113,1.642343817,0.887440672,0.977992933,0.641540554,0.583944468,0.70041972,0.970009317,1.303800491,1.33060263,1.320290459,1.518027514,0,1.970812581,3.34135705,2.806098381,4.056508442,3.114370498,3.32574623,3.041377439,8.660797473,0,0,18.68622299,0,0,17.32159495,0,41.05859543
5.409118308,0.04534879,3.8926,1.46,152.4259889,2.431595245,2.317460367,2.17870934,1.648831714,0.988488497,1.114481154,1.475528018,1.179894068,1.750748577,1.441335587,1.921260441,2.224099118,2.557197647,1.460998486,0.82998451,1.876230899,2.363510578,4.392901958,6.885797419,5.602395445,7.685041763,2.735544651,15.92856992,27.79718631,7.869482765,0,0,43.76871441,0,0
5.448885896,0.0501932,4.327,1.44,136.9591971,2.142664514,1.191294348,1.359154483,0.774641028,0.520965823,0.823840945,1.110930867,0.666260175,1.10724223,0.9301605,1.30187211,1.507079701,1.443993149,0.659994915,2.999513342,2.966505459,4.270791457,4.630406505,14.2199151,10.12335753,1.73582948,4.943045668,10.79341483,15.0686001,0,10.12335753,0,39.54436534,0,0
5.479119249,0.060178627,5.2178,1.46,78.98793768,1.674022988,1.927026678,1.094539571,0.994007704,1.489789972,0.610792171,0.648616042,1.444840192,0.923517763,0.930983001,1.447803665,1.047508574,0.48175667,1.37620525,1.250902367,2.474273842,1.335802479,6.068989367,5.930203813,3.166346616,4.343410996,4.122847156,9.002465813,16.75769401,0,8.443590976,0,0,0,117.2720969
5.52691701,0.05661,4.995,1.44,131.1553906,1.611215451,1.44035447,1.163538036,0.317000628,0.857839964,0.730457751,0.985005745,1.417773405,0.981735218,1.649451758,1.154303607,1.781667617,0.256063017,0.877775749,1.662197194,3.381748849,1.893346491,5.278558251,1.576009191,5.60991553,3.078142952,4.382746508,6.379980324,4.453519748,12.60807353,0,0,17.53098603,48.09598363,41.55492985
5.558080716,0.055293107,4.7942,1.44,133.2119778,1.772692777,1.474658804,1.701785066,1.190018509,0.810711497,1.080234661,1.311004791,1.088654952,1.005116804,0.337747215,1.378761049,1.596088259,1.04864626,1.198241834,1.701785066,1.538795813,2.423049439,2.40190023,3.227088717,2.297409839,7.878634563,8.974257182,16.32982427,4.559587408,6.454177434,9.189639355,0,0,49.24146602,0
5.597717406,0.062712153,5.4218,1.47,142.2333493,1.562977598,1.64692252,1.050320946,1.09692807,0.41696769,0.879174899,0.978076648,0.853212104,1.139410669,0.744476621,0.69465671,1.005189968,0.462294041,1.056486024,1.800550193,1.356751387,1.709116004,3.17662172,1.422656943,5.064047418,4.167940262,7.912574091,8.638772557,12.06052126,28.45313885,8.102475869,23.07306605,0,21.7080222,0
5.628441497,0.05749614,4.9142,1.45,156.5221729,1.799479375,1.701786587,1.309263309,1.300479009,0.779648116,0.559377635,0.678877271,0.465307483,0.690431823,1.461627122,1.325932171,1.534932229,0.504233063,0.864247324,1.309263309,1.109876259,4.660414807,5.19720424,6.98273765,3.314072752,12.12280842,8.630397791,21.98577855,8.769762733,18.62063373,0,25.16623996,0,23.67736019,81.82895683
5.668287202,0.054151367,4.702,1.46,145.5555135,1.734649116,2.174973454,1.563899308,1.215109136,1.310690816,1.44239845,1.132700733,1.482144541,1.026308921,1.034605069,1.407831167,1.396920475,1.070756162,0.305876461,1.737665898,3.535290319,2.968965092,8.583898583,9.061605865,5.864622404,9.653699431,22.90868127,20.0089513,4.655722809,6.590258811,0,13.36034291,18.32694501,0,86.88329488
5.698309259,0.05274786,4.6068,1.55,142.7622354,2.013083217,1.992384592,1.471718684,0.963931347,1.48720394,0.696836498,0.951414099,0.760790603,1.65568352,0.708089117,1.238820441,1.434089513,3.297740014,1.570075865,2.140681722,4.032618624,4.063950457,3.776698967,2.537104263,2.408266938,8.258802941,11.75911591,13.69423086,14.33880462,27.06244548,9.63306775,0,18.81458545,0,0
5.728939081,0.054596217,4.673,1.57,113.5212632,1.620775183,1.659424438,1.85277045,1.205208426,0.61579483,0.504933807,1.123471487,1.470068026,1.599630301,0.684116737,1.59584018,1.154615306,2.12406328,0.606768359,2.068208874,2.337656514,0.981591321,6.689537622,3.26828069,6.980204949,7.979200902,11.36101066,3.307653059,4.617787977,19.60968414,0,26.50296567,0,0,86.17536975
5.768107495,0.048876107,4.2256,1.57,159.8901958,2.395376682,1.742413711,1.5401715,1.285063884,1.070009193,0.940046082,1.026781,0.957899994,1.13707974,1.146271302,1.559780165,1.289743224,1.482905286,1.016670282,1.925214375,2.176032596,4.385878999,5.434496921,9.126942223,10.39615763,7.130423612,7.614373261,14.77902848,20.63288344,7.301553779,20.79231525,29.60468324,0,0,0
5.797836955,0.0605812,5.3454,1.55,131.3776563,2.157274111,1.884311521,1.786222964,1.086142572,1.294903785,1.061783352,0.920436954,0.993626973,1.441598425,2.157858373,1.438182741,1.040547685,1.674943575,2.460708198,1.863884832,2.808950666,1.769234431,4.384479858,5.154446943,8.387481745,7.190913704,12.28635021,20.86616643,8.32316801,11.78159301,25.16244523,0,0,0,38.830934
5.837767481,0.05148739,4.4322,1.55,168.2499427,2.511855768,1.654043803,1.736194707,1.394159273,1.596165358,1.338554719,1.732810312,0.779415625,1.233612029,1.269491905,1.903722267,0.979465106,0.281539371,1.608513112,1.096544026,4.131341724,4.163440597,5.158875818,8.66405156,3.700836086,5.076592711,4.818796987,10.52211093,14.6898349,0,0,14.05161202,19.27518795,52.88117407,45.6893344
5.877186948,0.05307367,4.6218,1.55,136.2286384,1.769872337,1.502185558,1.152417744,0.845306418,0.563075906,1.125407953,0.840509808,1.260200404,1.047148816,0.879677852,1.026012949,2.37547648,1.092498588,1.560437444,1.4183603,1.202358924,1.514625965,5.630271707,8.405098077,3.590224511,6.566482873,9.349542996,20.41524655,0,6.724078461,28.72179608,0,0,25.65032372,44.32375939
5.908025818,0.051235347,4.4488,1.56,120.6967838,2.152223208,2.05120157,1.652907423,0.992387464,0.656188942,0.269027901,0.870667285,1.044333098,0.619840284,0.728992542,1.062826275,1.47642512,1.697546127,1.616425911,1.101938282,3.32133211,4.706912155,3.888190504,8.706672847,4.95872227,8.502610202,9.685004434,28.19699365,9.84139932,20.89601483,0,0,0,0,0
5.947016843,0.03802953,3.2926,1.54,313.4731236,3.68712819,3.668764143,3.154749836,1.966170057,1.669875299,1.32897703,1.319633918,1.758724349,1.461391468,1.718738697,2.577409997,3.315193608,1.524681202,1.306639476,3.958901755,6.7120052,1.409198916,9.603680229,3.519023782,3.340323356,13.74618665,29.35831074,9.497111485,13.25884138,28.15219026,53.44517369,19.02418536,52.19255243,35.79736107,61.85783992
5.97854881,0.04729375,4.025,1.5,155.1608977,2.274025395,2.068902547,2.138850417,0.885373077,0.78986401,0.388599276,1.06113509,0.565685406,0.503624662,1.382060522,0.92112421,2.399211932,0.613008162,1.400914784,0.795851318,3.598141447,2.266310979,7.020405741,6.602618341,5.371996396,9.211242105,18.36131581,19.09188244,21.32321949,22.6375486,21.48798558,0,0,0,0
6.017379444,0.060699933,5.263,1.49,113.4708749,2.063343734,1.910476877,1.472689163,0.739103182,0.738497636,0.83262648,1.010500166,0.881496328,0.653990253,0.922987479,0.717684777,1.45391722,2.626905706,1.091508836,1.550199119,3.153888181,4.414434209,4.922891446,5.879273695,4.185537621,7.176847772,12.26231725,20.82535074,8.306887309,11.75854739,0,11.91897236,0,0,77.50995594
6.047762376,0.05975548,5.2648,1.52,201.4581853,2.574380128,2.092287581,1.692803018,1.751831504,1.187768871,1.537793439,1.026471425,1.343142963,1.328653532,1.562625956,0.911285001,1.476896819,0.727752202,3.049091268,2.204580675,2.491794925,5.82946737,7.778865463,9.704820748,5.314614127,14.58056002,8.304084573,15.11035834,21.0954504,11.94439477,34.01353041,24.21471062,16.60816915,0,39.36751205
6.087247818,0.05794829,4.9458,1.66,119.6683458,2.255290957,2.032463512,1.339642828,1.187105285,1.031419731,0.475725436,1.443386212,0.807934493,1.644107107,2.094765924,1.127645478,1.087825497,1.500896132,0.571669272,1.299047591,4.771937245,1.849620496,2.86480683,3.079223919,4.38428562,9.021163827,10.70382231,12.46527503,8.701335378,12.31689568,0,12.48493835,17.1261157,0,81.19047444
6.118110622,0.0627969,5.4606,1.78,171.0400571,2.688162079,2.423768331,2.247650358,1.42884486,1.368187783,1.609645438,1.065552762,1.597613745,1.137872994,1.338249462,1.387438492,3.011500284,1.615845554,2.373885582,2.097807,3.387301007,3.413618981,4.229779674,6.393316573,11.12586927,12.48694643,17.77926552,17.25422845,8.029496772,28.41474032,8.091541287,23.04192812,0,0,0
6.147666728,0.057117583,5.003,1.93,141.7320117,2.86011432,2.918555989,3.047737819,1.57091779,2.289044827,1.206610729,1.757254238,1.288076318,1.529017115,1.144355574,1.525394304,2.869481194,3.045449727,2.319934062,3.294851696,4.096517906,6.567823518,10.46329922,10.93402637,10.00811203,7.626971519,8.687597246,15.80820936,4.413942926,0,17.79219916,12.66651678,0,0,41.1856462
6.186902556,0.04862943,4.1742,2,202.2127912,2.91142851,3.018115568,2.563848737,1.783613891,1.766789193,1.511703265,2.407975334,2.063055039,2.448959289,3.072228946,2.91142851,4.148113758,2.086598417,3.746700553,2.321976215,9.62311106,4.40812672,8.193095761,14.67718299,10.44889297,10.74988988,12.7549963,22.28099442,5.184386346,29.35436597,20.89778593,14.87742768,0,0,48.37450447
6.226573195,0.061942267,5.4256,2.11,221.4301878,2.571406507,2.632724662,2.43057255,1.496844299,1.145836322,1.409328566,1.080254467,1.727633527,1.922620865,1.95969747,3.516453342,2.03536715,2.808239639,2.139234391,2.43057255,5.151054701,4.758486641,9.112295435,8.642035734,5.126988973,21.09872005,24.03276081,11.66152631,4.070140899,23.04542862,16.40636471,35.03976526,0,21.97783339,37.9776961
6.258028128,0.051060333,4.3766,2.1,291.2785461,3.546010078,2.874427764,3.685717543,2.284457004,1.828994672,1.799666769,2.074922469,1.571868949,2.64335055,1.828728055,2.772819911,3.209885649,1.703364601,2.919539411,2.58000228,7.082022008,3.148696979,10.40404689,13.97842505,9.951437366,15.35715643,19.43640111,31.83034621,24.68782874,27.9568501,29.8543121,14.16913641,19.43640111,26.66172991,92.14293858
6.287385683,0.04898435,4.2906,2.1,259.5265488,2.973708529,2.737312597,2.401200158,1.343282505,1.601467105,1.406953217,1.935189461,2.04810701,0.486243032,1.334361379,2.890333523,2.831165061,1.479628431,2.366988614,3.073536202,6.079427483,3.282140466,4.066866017,6.374741752,14.26312894,16.00800105,15.19509475,29.49274094,30.88093478,7.285419145,31.11955405,44.30889629,20.26012633,0,48.02400316
6.327143032,0.06267933,5.3802,2.05,134.0110258,2.171939005,2.052504079,1.576306453,1.240654999,1.191960126,0.879635297,1.245476703,1.067073633,1.520009793,1.191786371,2.085061445,1.810289442,1.850144522,2.11407855,2.101741937,3.054289226,3.84752479,7.94571306,7.828710706,9.120058761,5.560163854,9.895897093,25.92988929,0,17.08082336,8.106718899,11.54257437,0,0,37.53110601
6.366235474,0.049550617,4.3402,2.01,240.4641357,3.269413623,2.96200632,3.323262789,1.690094525,1.809331963,2.225399189,1.913074029,1.079840614,1.922744899,3.015113686,1.318755075,2.289935765,2.340350673,3.677046312,3.038411693,4.72210476,8.652352046,12.06116907,13.50405197,12.81829933,17.583401,30.04288905,32.80015865,0,7.202161049,10.25463946,0,0,54.94812812,0
6.407019239,0.039195333,3.3596,1.95,420.0957195,5.070963258,3.698329916,3.661096542,3.204918244,3.812252926,1.992784363,1.849442819,2.73026219,2.430728032,3.573466129,5.557220009,5.789859131,2.958663933,2.958142943,2.880862853,10.31124806,10.93827614,12.70640989,19.34801718,11.34339748,17.78310403,25.32008367,46.07317446,32.16119516,18.20989852,38.89164851,55.37502298,0,69.46525011,60.01797609
6.437815566,0.057542753,4.9252,1.88,294.9362862,2.957272501,2.235721669,2.003185418,1.871172773,1.493115057,1.437234436,1.841174201,1.394791661,2.207592093,1.46044311,1.13559264,1.533688835,2.519123007,3.166339838,2.616405444,5.54488594,2.793983743,6.923992227,9.30277491,6.622776279,10.59886464,12.93510992,34.5210936,17.52531732,31.0092497,26.49110512,12.57292684,17.24681323,70.97454003,0
6.470002538,0.043869683,3.8426,1.88,293.4254038,4.034138674,4.419460981,3.914479915,2.318016082,2.724843451,1.885184034,2.033702401,1.82951292,3.438575678,3.405557805,2.482546876,5.460330823,4.29555086,1.510257392,4.289841002,8.242831425,7.329595525,6.811519024,27.45498241,26.06078409,13.90226251,19.79443236,28.8148285,40.22815157,32.53923842,11.58257071,0,22.62220841,0,53.62301253
6.508095879,0.0576199,4.953,1.83,189.7289336,2.598915476,2.327068917,1.918850175,1.66103776,1.426284813,1.275831234,1.161289941,1.044693142,0.964528413,1.134379352,1.512096277,5.032516301,1.25787509,1.437318391,2.612902366,3.691641301,4.185364362,10.37208265,8.516126231,17.63709097,13.60886649,17.22372165,15.67039713,26.25277929,6.19354635,26.45563646,12.55609309,0,0,40.82659947
6.540088976,0.05830573,5.1522,1.76,273.0812093,2.895225654,2.796928073,2.219050372,1.641499551,1.857987715,1.260824075,1.05199425,2.06480956,1.634028001,2.88266411,1.494310015,2.378544617,2.486158287,2.556741087,1.936625779,6.931613838,8.731837131,9.680630596,11.47630091,11.98287201,16.43741016,31.9146094,30.9721434,25.94397699,24.48277528,26.14444802,37.2252004,0,0,0
6.570294336,0.052810333,4.5266,1.67,405.7597756,3.351169648,3.396771333,2.717231463,2.038851614,1.768386445,1.914033433,2.111752443,2.153023386,2.405418017,1.944941529,3.505839016,3.103518211,3.568325441,2.822793307,1.781791123,5.236202575,10.14785726,14.4602197,11.82581368,16.83792612,14.84825936,37.58465651,23.93655411,38.19157911,40.5456469,9.621672067,54.79842919,37.58465651,51.55645612,133.6343343
6.607353092,0.0506583,4.386,1.7,345.3508369,3.681645137,3.326460438,2.507603438,1.771220664,1.990990693,1.723251784,2.091389425,2.640572637,2.037427794,2.211889401,2.794825506,5.475224406,3.147618479,2.942709398,2.971974446,7.97801752,8.992109205,9.831201817,11.44760527,17.55322407,17.19892619,26.93714631,14.25909224,29.86050692,42.268081,30.09124126,14.28158521,19.59065186,53.74664434,46.43710071
6.640346854,0.05495092,4.7508,1.67,346.9862055,3.468366941,3.890962679,3.253526383,2.884715107,1.835459785,2.090310433,1.928015635,2.312583206,1.300340314,2.039102473,3.765655536,3.900352044,3.956911199,3.014258612,5.822099844,8.903174068,7.314414268,15.10535738,15.42412508,17.33787086,25.36862677,31.60549375,16.43151225,32.11586395,19.48310536,18.49372892,26.33189137,18.06028214,49.54809916,128.428673
6.676831043,0.052592017,4.6066,1.7,371.7031767,4.245178871,3.893217303,3.265267338,2.559143958,1.704698169,1.572528149,2.54462234,2.797831728,2.717328641,3.018296292,2.277900857,2.3972318,3.307512045,4.409239503,4.651887715,8.898050224,9.170984163,13.25761596,10.17848936,18.11552427,18.22320686,23.58792223,34.33702575,33.55635289,40.71395743,38.64645178,0,0,77.65571105,134.1890687
6.710552785,0.06305832,5.3896,1.65,303.617968,2.504306977,2.586128731,2.57408215,1.707505581,2.310352719,1.602972354,1.503275029,1.272792432,2.014499074,2.073091222,2.763373216,2.799081179,3.218293531,2.10137262,1.790665844,2.698606656,4.674267383,8.42448867,17.68558858,8.057996297,9.671806255,21.64012677,20.04648081,19.9905225,16.97816504,16.11599259,34.41960528,47.21482205,43.1777065,37.30553841
6.747174287,0.062012427,5.3768,1.63,325.5990009,3.13927442,3.12647584,2.503692091,1.880996155,1.867407268,1.481825338,1.97822585,2.480663428,1.792415929,2.860932739,1.756237438,3.659515855,2.571307233,3.205221136,3.338256122,5.831257118,5.185203223,8.566574974,10.79032282,10.24237674,28.09979901,28.00649889,20.38458208,28.45875199,40.28387185,24.58170417,11.66670725,0,65.85890392,37.93472866
6.780284995,0.05495542,4.7996,1.61,435.7350678,3.418538894,4.022530309,4.109381014,2.394661723,2.311130468,2.17374484,1.826391562,2.068983963,2.022585968,2.378758085,3.963523355,3.441205293,3.165269751,2.712610612,4.109381014,10.06363352,8.776578397,13.29162603,17.04632124,18.49221456,19.0249121,31.60290575,39.43240024,36.70083903,38.96301999,46.23053641,26.32973519,36.11760657,49.54404194,42.80605223
6.81773318,0.063735467,5.432,1.57,364.4916211,3.545674698,3.127242365,3.358736476,1.173169776,2.051365048,1.730118377,1.837257559,2.413600574,2.117664893,3.8091226,2.221386558,3.56058362,3.866408742,2.858689546,3.2480089,4.338645621,7.147119015,12.50247618,15.39796812,14.94822278,17.77109246,23.35659809,42.50035793,35.60064584,22.39704453,23.91715644,45.40522668,15.57106539,42.71897227,0
6.851899519,0.05759056,5.0592,1.6,441.1071607,3.403949911,3.429455897,2.736775728,2.337024361,2.399973796,2.074281977,1.936469283,2.554995348,2.619339457,3.404871814,3.214841583,2.189165287,2.265328666,3.738931676,3.594571106,8.495100689,9.305548069,13.83648906,12.39340341,14.33743703,28.74446592,23.69468258,43.89946552,17.51076933,30.98350852,52.93822902,37.68746968,34.46499285,70.91562315,81.69479786
6.885887968,0.02496088,2.1518,1.54,980.8875264,9.053576298,8.057737445,7.916534379,5.511882698,4.789014624,3.865495302,3.797702559,5.627015828,6.997650924,5.985395646,5.23580316,7.071279406,5.807378339,9.290169153,6.031645241,23.86108211,19.3230588,22.61283391,26.80731218,40.71360538,24.43374808,29.81953519,159.164162,80.80284122,57.18893265,122.1408161,144.922941,79.5187605,54.53961625,94.24445689
6.921470723,0.054814543,4.7734,1.52,401.0220791,3.924038475,3.00812319,2.660796114,2.400816147,2.044473717,1.5925884,2.441447331,1.952283648,1.882942411,3.066263533,3.377653371,2.990042811,4.495656636,3.928285377,5.836585024,8.537267251,7.332612275,9.691480948,15.46249976,16.22227308,23.84225909,33.94727905,23.06135059,27.59637179,26.04210486,18.53974067,65.99351048,54.31564648,24.83568655,42.91606636
6.957363342,0.057265683,4.9438,1.54,315.5567952,3.090443977,3.100856396,2.91661839,2.036911625,1.826499936,1.604653603,2.044827916,1.751925145,2.07963107,2.445848681,2.472355182,2.641901693,3.290704747,3.18165962,7.229927276,8.171847055,8.422505834,10.43623913,14.02167714,13.30963885,24.34318948,25.99538838,6.306930523,13.20758288,24.92742603,26.6192777,50.535035,0,47.54529196,82.1582645
6.992894453,0.06270432,5.4684,1.54,416.2918191,3.582271122,4.30565107,3.338937214,2.43262262,2.442544426,1.685295732,3.02352367,2.453291239,1.392787012,3.127192425,3.126345706,3.820199056,5.317045617,3.434008519,7.203100507,6.784604397,7.691982817,15.8850928,16.36259868,15.19404013,26.40025263,33.63264092,34.55940702,44.22743572,22.76535469,32.41395228,34.61392267,31.65425027,43.42146814,37.51614847
7.027000673,0.06095628,5.2776,1.53,443.1605677,3.930666368,4.131867353,3.010175771,2.845847117,2.512589142,2.411999817,2.561365139,2.304196825,1.953719852,2.450949147,2.679999796,2.481947811,2.853663783,2.445566814,4.939775625,10.1197909,7.472978432,11.43844013,21.22273972,19.7976945,35.73333062,30.52687268,47.4006204,45.49574354,17.56364667,41.67935683,23.7376962,65.12399505,22.33333164,38.59199707
7.062071056,0.04825821,4.1782,1.51,459.8186767,4.795674328,5.819832896,3.948476143,2.78896672,3.251128676,2.284997768,3.350878702,3.60346969,2.632317429,2.708878959,4.062218254,4.441273995,6.307947913,6.864584653,5.459621334,14.10492449,11.66034361,24.76836025,29.58017061,23.69085686,18.05430335,35.98871485,59.87303485,31.34559938,36.97521327,42.11707886,0,41.12995983,28.20984899,97.4932381
7.102649433,0.050491887,4.4162,1.48,529.4781557,4.934026313,5.777690889,4.33288396,2.073234718,3.551204775,3.002880769,3.975692809,2.64927555,2.830351619,4.253427263,3.882512509,3.995105372,4.306353458,4.920680177,5.218096812,9.68943009,9.552436714,13.80904548,25.62113144,21.3848789,31.06010007,19.65521958,46.49478589,44.93838369,28.27159331,70.44430696,28.65731014,39.31043915,80.88567727,93.18030022
7.142050566,0.05340218,4.5708,1.51,497.5485173,2.778686057,2.88409768,2.907372362,2.240283768,2.168496796,1.978857846,1.879513446,2.63014107,3.419466358,2.098239376,3.874864961,4.249554206,4.071667313,2.481341157,4.228905254,11.15298303,9.031851358,8.08258592,13.36542895,9.515036822,14.6836988,27.87608444,57.4873691,28.32623158,46.77900133,47.57518411,40.64333111,37.16811259,101.9701305,220.255482
7.172646482,0.046790733,4.057,1.5,746.7632109,5.353403044,3.949938609,3.619831484,3.004277418,3.512763423,2.356661123,2.502599545,3.573542005,4.581349222,3.392515517,4.189619773,4.580563668,5.886183025,5.66390042,4.826441979,9.54665964,12.02604171,14.19175509,24.78765263,23.07642571,22.34463879,31.81492515,38.59425365,48.49301592,91.52364049,86.87595562,123.696429,42.41990021,116.378327,0
7.211446347,0.048376983,4.2374,1.46,727.0941809,4.924603117,5.655723766,5.786605646,3.709492473,3.397582182,2.659285683,2.881596338,4.285896163,3.774666078,4.82540754,4.05224485,4.690979945,6.592101872,4.79341169,2.723108539,12.7512045,13.84728045,24.02122908,22.13065988,17.06805531,27.01496567,51.28622389,41.06165033,52.11440143,73.76886625,31.51025596,44.86518866,82.05795822,168.8435354,97.25387641
7.24486706,0.0624897,5.341,1.44,565.6622018,4.879907039,4.117465135,3.011599773,2.297390521,2.9291642,2.646913863,1.873884303,1.498436455,2.159881712,3.287358091,2.091388731,3.63156582,2.783638401,3.975926046,6.023199546,8.509882532,9.862401053,12.75171994,18.56037786,30.4924477,27.88518308,47.64444953,52.01715123,52.44830409,39.97619847,48.78791632,34.73280371,47.64444953,87.14119713,75.28999432
7.27506623,0.059704867,5.222,1.41,468.0105056,4.674294793,4.491609672,3.664282295,2.454643207,2.252417253,1.693006773,2.241472563,3.248680484,2.260625771,3.909876584,3.10099557,1.900477057,2.185107408,6.658202312,3.78248495,9.619356663,8.976014089,12.23429398,17.9317805,15.95735838,33.56371676,35.32227767,39.32023621,67.56266737,47.81808134,34.04236455,12.11761902,16.62224831,68.40431405,39.40088489
7.314388658,0.06020118,5.1454,1.46,578.3966778,4.929733703,4.936155925,6.017712363,2.335042993,2.730258387,2.594894231,3.056615804,3.444097395,4.352095548,3.8776426,4.703599129,5.235580714,4.574973784,7.153586326,4.376518082,11.66006395,10.23731566,17.64862756,21.48893535,31.65160399,31.83974795,24.72781562,56.9942569,75.38137214,29.63991082,50.64256638,0,16.48521041,135.6807441,117.2281629
7.348359911,0.062243667,5.452,1.47,541.9805856,3.914982571,4.162851272,4.195111603,3.41165579,2.100530314,2.288296377,2.239632488,2.471447573,2.295973242,2.850304155,2.974511898,3.84847161,3.260414982,4.257751325,4.535255787,10.59396471,13.34534447,17.60292082,18.6337423,13.26562318,34.99425762,49.82580821,37.71643905,28.35302554,40.13421418,57.14422292,58.1168227,47.83277588,65.61423304,151.1751929
7.384650774,0.059358843,5.1098,1.44,505.4904195,3.669496884,3.174665229,3.091184175,2.21701828,2.391411119,2.322103497,2.254538886,1.802823819,2.675063228,2.988828146,2.20169813,4.035506264,5.12830537,5.859888377,3.487489839,9.675431237,11.73683991,19.01776389,21.04236293,24.6105817,33.75937133,27.16861091,45.63397792,38.22553892,42.08472586,34.24080932,48.75302734,33.43829036,68.80306657,118.891699
7.417983214,0.04554565,3.9894,1.46,631.1815319,5.76875872,6.086877368,4.545184072,3.808755692,2.542557988,2.92547803,3.305588416,3.818081354,5.055226035,5.535407946,4.782390649,6.089836472,6.047093856,6.909747459,3.718786968,10.74169775,5.883237196,22.59855932,19.5886721,29.28544738,40.17208145,57.19813941,39.64930637,44.28326357,94.02562607,55.78180453,15.88474043,65.36930218,59.77988311,103.299638
7.448412378,0.06261409,5.3746,1.46,391.140837,3.652659412,3.559451371,3.231038154,1.910688745,2.207423838,1.834482964,1.692050989,2.243189462,2.662788712,2.982570346,2.609042437,2.818939901,5.556216775,3.438957095,4.508425332,9.172414819,10.27075646,12.19612107,19.23594808,16.23033119,36.1787218,21.79365761,37.49330957,28.18528977,62.6949419,16.23033119,23.10920203,31.69986561,21.74202031,37.5702111
7.484139164,0.05563168,4.8516,1.52,617.2656407,5.554892417,5.276462611,5.116569804,3.548328239,3.088813834,3.386159639,3.808845352,4.568568656,3.710570251,3.356916924,4.894178341,4.759123489,4.429622933,2.679636054,6.765712138,11.85308817,14.44981684,18.50143791,22.45214102,26.25942024,32.88887845,51.28793015,61.67567685,36.25470278,76.97876922,27.40113416,52.01934063,71.35712021,48.94178341,84.57140173
7.524285532,0.07673548,5.4616,1.56,435.1289274,3.743330833,4.533723607,3.372191113,2.728373691,2.53141417,1.676515468,1.671335124,2.78915403,2.48315891,2.798751859,3.406253649,4.107462897,4.155913307,3.66951093,3.188253416,9.424855475,9.777438209,16.00926797,11.62667912,19.86527128,29.52086496,21.0163189,42.36027683,52.56786101,41.85604484,19.86527128,9.428243988,51.7324773,53.22271327,91.96884853
