Depth (cm),FlowThrough (mL),FlowRate (mL/min),Conductivity (µS),Dust Concentration (<12 µm),x1_m (ppb),x1_1_m (ppb),x1_2_m (ppb),x1_3_m (ppb),x1_4_m (ppb),x1_5_m (ppb),x1_6_m (ppb),x1_7_m (ppb),x1_8_m (ppb),x1_9_m (ppb),x2_0_m (ppb),x2_1_m (ppb),x2_2_m (ppb),x2_3_m (ppb),x2_4_m (ppb),x2_5_m (ppb),x2_7_m (ppb),x2_9_m (ppb),x3_2_m (ppb),x3_6_m (ppb),x4_0_m (ppb),x4_5_m (ppb),x5_1_m (ppb),x5_7_m (ppb),x6_4_m (ppb),x7_2_m (ppb),x8_1_m (ppb),x9_0_m (ppb),x10_0_m (ppb),x12_0_m (ppb)
3.11327061308113,0.0304870199999981,2.1622,2.06,126.424226554615,3.92952147690717,2.8528325922346,2.0061993285737,0.981040759632392,2.32806286045491,1.50706079370019,1.28030954302139,2.41321737700561,1.56252063090836,1.2251176277321,2.50060457621365,1.65414992716533,2.37736049352884,2.71650498917781,0.617292101099598,4.18627998250053,1.7578357097719,6.53434767956515,2.92642181262032,2.08336084121114,5.71566760277406,20.3453207149526,0,8.26954398719169,0,0,0,0,44.6536531466723,77.1615126374498
3.15238782947383,0.0479554000002309,4.164,2.01,125.8445856009,2.21426224556199,2.04035749535286,1.61879602937086,0.935525798749942,1.09055254391679,0.95809424086817,1.16277155869512,1.53417146842188,1.32446947857616,0.584139413165758,1.58972674040348,2.36610953724803,0.302275184496719,1.72698261165082,2.35461240635762,2.21781074275039,1.11752112254863,3.46177191711612,2.79065174086829,1.32446947857616,7.26732224184449,10.3474178013762,11.2970808129248,0,7.44173797564876,0,0,0,56.7759550144101,0
3.18209523120661,0.0361806666666558,3.1012,2,128.518369639732,1.91895849471233,2.10340427002762,2.40569667290054,0.909322940033587,1.03247492342954,1.015919203083,0.924712234628437,0.554579004971864,1.53606983506149,1.80656772954163,0.903039291629332,0.696920573314937,0.400648432386214,1.37340988265676,0,5.87916205487847,3.70302549523753,4.58838026740579,2.4658992923425,10.5330502975645,9.63241911071288,3.42872731040512,4.99121104474677,0,0,28.0881341268388,0,0,37.6266371512222,0
3.21159899756004,0.0547997999997876,4.7652,1.96,97.0108892252433,1.86317762550345,1.62019442076946,1.15904553727319,1.1461523481047,0.613507128525776,0.922272924624208,0.508771703604142,0.732303333927876,0.724403460795741,0.511181413333126,1.98738946720368,0.920260692788664,0.793564614254429,1.81354257356004,0,2.32897203187931,3.42280635225988,4.24116365011767,7.32631253189965,5.79522768636593,3.17982314752589,6.79128244496007,13.1814600107018,9.20126543999628,13.024555612266,0,13.2022530730024,0,0,0
3.25062581851189,0.0628804366670421,5.4758,1.9,72.7965130780954,1.34229542764427,0.922113658939109,1.38420968486877,0.998862647503608,0.891110964545776,0.584548008812827,0.709424783436249,0.850928701421458,1.26262369903571,0.296993688329421,1.73199410018616,1.002499835114,0.230528414734777,0.790243958136185,1.49644290256084,1.69140048846304,1.27840649527365,8.44832082188803,6.38482305092624,1.01009895922857,4.15678584044677,9.86424764871646,0,4.00941479244718,5.67539826748999,0,0,15.7827962379463,0,0
3.28034862468691,0.0635912199996109,5.4978,1.89,44.6793916093459,1.58418732060384,1.28222837253469,1.22076618608261,0.564398844870264,0.881150677243972,0.867021438979127,0.78918218090189,1.26212631991243,0.624255436064971,0.440511114811691,1.027580964716,1.38781231665926,0.455903421345666,0.781411099856225,1.18377327135283,1.33799604780729,1.68548967737542,1.56635450927866,2.10448581573837,0,4.11032385886401,5.85239471310911,5.67956843960593,0,0,7.99046958163163,0,0,0,0
3.30964557284438,0.0628032499998634,5.485,1.93,114.803175415764,1.69076969251696,1.67338511183237,1.64811027258269,0.66672684874919,0.535323696492294,0.438949824018827,0.35514834156664,0.851974512752394,1.1377579438568,0.594717401075582,1.04047365693352,1.40522470329227,1.15405869781543,1.05495358199251,0.299656413196853,2.37087096306465,3.4132738315704,2.11467600157929,4.97207678193296,5.05670197269689,4.16189462773406,7.90109683233889,17.252483883236,4.01434245726018,0,0,11.5197991815501,15.8021936646778,21.6765345194483,0
3.33958198480767,0.0633858133337486,5.4022,1.95,39.6332414893939,1.41750251621098,1.6865917438717,1.07627100139946,0.802156082999453,0.942939855632225,0.869831089493101,1.23159491347883,0.633108169285867,1.00204541509605,0.589251500526734,0.515455460440356,0.994506878987113,0.228690405948705,1.56788664679445,0.296902345213645,2.34908087440267,0.845475818987295,3.14286080616996,1.4075370439758,3.00613624528816,1.37454789450762,0,5.69797352357281,7.95489525711091,0,0,0,0,0,0
3.37873196044512,0.0574336933330462,4.9798,1.91,119.233890881905,1.65921729264901,1.67208807821913,0.983015136581997,0.416605759079986,1.30082635743682,0.79997976609863,0.582527488344887,1.63034691175692,1.52060153940028,1.13805714102796,1.13774900067361,0.878057791269857,0.757171959948286,0.576791337133157,0.983015136581997,1.8518050141172,2.79928919753233,2.31238003145238,5.43692322455228,4.42356811461899,1.51699866756481,4.3198907369326,0,13.1689469176092,31.0681327117273,0,12.5968013888955,0,23.7031041807002,40.9589640242499
3.40777262660786,0.0607414666666736,5.336,1.88,84.6610812992417,1.79298511051923,1.78984738657583,0.890755002905955,0.640118096769248,0.860991450071336,0.983340271550393,0.550805025951509,0.44044679239905,1.43779476012537,0.922356365478857,0.53789553315577,1.03780219428241,0.954585272840441,0.545381245992188,1.54913913548862,0.700384808796576,0.882283148258752,2.73306961627835,5.87525361014943,1.04566891645482,2.86877617683077,4.08464420490163,2.97301584869359,0,5.87525361014943,8.36535133163854,11.9108225014932,0,22.4123138814904,0
3.43753197235483,0.0628920600002307,5.4452,1.84,46.7004771940531,1.16887995231404,1.12361832304943,1.08472059574743,0.570673167829764,0.831549856446223,0.292219988078509,0.797955380779716,0.425385718942138,0.252478069699832,0.593877599475702,0.865837001714101,0.200462911821857,0.921943239425176,1.31682984998193,0.89769980337718,2.367523051562,2.5563404557108,1.58376739761039,2.12788101541258,2.01982455759866,1.38533920274256,7.88993967811975,5.74270720571886,4.00867379646099,5.67434937443354,0,0,0,0,37.4041584740492
3.4742312449483,0.0716243733329999,5.0204,1.8,83.2312044579811,1.84366864324173,1.29020691929785,1.14953690250783,1.29450247716767,0.886633555360207,0.577334381839871,0.700670112004774,1.02718953079085,1.10848201313255,0.391104841979227,0.760275729171847,1.23215986737558,0.607156197316637,0.925027479683385,0.26275129200179,2.07887894695427,1.49645071772895,1.85423647587722,1.86845363201273,2.66035683151813,3.64932350002486,1.73200314551961,5.04256678751873,3.51994357781304,4.98254301870061,21.282854652145,0,0,19.0068932292962,0
3.51660997454515,0.0758290866668909,4.5452,1.75,61.425615402516,2.0466378260507,1.93552693565221,1.42704515365893,0.907181192878666,1.08378449371078,0.545321262862193,1.02949473243028,0.793826182056875,0.523508412347706,1.10825438280645,1.14898965673022,1.33009915137232,1.72046838724641,1.52903593865712,3.22636295609845,1.40257526456325,2.47357724834291,3.06498376821801,2.94141352122936,2.51284037926899,0,8.1798189429329,7.14443563851188,6.64952629683872,0,6.70090767805063,0,0,0,0
3.56043108133783,0.0608625966666346,4.3114,1.75,66.4131038537945,2.05782917559568,2.29239933390516,1.8939186082178,1.22854638553905,0.73652390319581,0.754910159525589,0.824563203577817,0.549462757592477,0.913139328962153,0.613680448496121,0.536825002329308,1.45003143441675,1.66719951556739,1.08859163389011,2.47368961073345,2.79596355379848,3.52210884028259,2.72763020454364,8.06239576831644,2.08717560905635,4.29460001863446,2.03825743071909,5.93419778199875,4.14234302734882,11.7271211175512,0,0,0,0,0
3.59217234670616,0.0514257066665256,4.4848,1.75,64.094736619145,1.95895031794843,1.5855585039665,1.28083584031914,0.75607540582331,0.799039951310206,0.357376071517618,0.650583283971628,0.260116835461638,0.308772925791222,0.544720549897632,1.05889206375591,2.45159985061086,1.40938533685911,0.322088493492952,0.731906194468082,3.3090376992372,2.08421724909075,3.22816481786785,2.60233313588651,1.23509170316489,0,0,10.5347318361963,9.80496989815737,6.9395550290307,9.8807336253191,0,0,0,0
3.62200075100425,0.0523879200001025,4.5162,1.72,117.848495744631,1.63712320402935,1.66019884538139,0.853175064042726,0.970554199163371,0.926975538637065,0.701624230298295,1.27726793213414,0.510678495326744,0.454652501233295,1.60414686520533,0.623665982487373,1.44394266595389,0.830099422690694,1.26469066815398,1.07769481773818,0.812065081363767,3.06890438332474,1.90132370586057,1.70302390951219,6.06203334977727,6.65243714653198,2.36798177725675,6.89415968691104,0,0,0,27.6201394499227,18.943854218054,25.9860826036405,0
3.65180421632335,0.0431236400000113,3.7016,1.69,85.8299957430607,2.46235780864758,2.10089630981406,1.58197018598651,1.0403461741536,1.03949381952753,0.958898954329107,1.29305353643853,0.46529091976483,0.736434396924754,1.08264821855857,1.5152971130139,2.33886109393695,1.68071704785125,2.68867374621418,1.30921670564401,3.94608623180702,1.24273304481052,0.769928776860332,5.1722141457541,2.94573758769902,8.08158460274078,8.63009058896196,4.18761827788347,0,0,11.7829503507961,16.7768961049421,0,0,54.5506960685003
3.68060034820912,0.0584097333334413,5.1538,1.67,33.6521203520064,1.67810543205962,1.45801724324102,0.886039668127477,0.819288363163328,0.255817850309533,0.235983576383384,1.24105219508765,0.687044332309074,0.543706159987316,0.959177096541409,0.37291231823547,0.863385244794673,0.992692591142822,0.567153021996371,0.966588728866339,0.728344371553653,0.458752072489298,2.27373963236122,2.29117328323873,4.34964927989853,1.49164927294188,2.12385218745045,3.09169949539083,4.31629693443634,0,0,0,0,0,0
3.7098284435403,0.0623607333330215,5.407,1.71,61.7686561112337,1.24433011602476,1.45280998634119,1.62208254282638,1.05514827768317,0.898537325887354,0.663096969723722,0.80475412977433,0.643515143161016,0.636573090934773,0.898406343769878,1.92107105631893,1.01085449162327,0.232449597814591,1.59365942333403,0.301782798665374,0.682198528522348,1.28906050914292,3.72694334031746,2.8613480169754,2.03703389099127,5.58857034565507,3.97858181834233,2.89581814422457,12.1284856408934,0,0,11.6015445822862,0,0,0
3.74665832436169,0.063112996667116,5.3866,1.71,56.7709959480196,1.33734931129365,1.14839479569796,0.894557268354356,0.521285819452154,0.710261905198019,0.727992568647751,0.530108010876656,0.317922443534791,0.88057981103632,0.59179864039762,1.72561201457245,0.998805804184714,1.37807375483756,0.262444017266287,0,0.674067193192362,2.97195686224758,3.15644635675555,3.53405340584437,4.0255077075946,5.52195844663183,1.96557993534893,2.86130199181312,11.9839224680518,0,8.05101541518921,0,0,0,37.2732195147648
3.77946700200788,0.0586904333329415,5.0668,1.69,49.6887857995626,1.80925281449124,1.54366377954349,1.48303061470913,0.764409314122549,0.572837275726611,0.626279820400814,0.760071746477551,1.0256375858764,0.676382206032879,0.477294809792132,0.742257564919483,1.0740698919874,0.493972409453916,0.56444048702346,0,1.81215225810421,1.82623195628877,2.26286496885266,0.760071746477551,2.16442305930521,2.96903025967793,0,0,4.29565328812918,0,8.65769223722086,12.3270657049492,0,0,0
3.80858709890511,0.0605525033333403,5.3194,1.68,51.00791984194,1.48382882534267,1.73558511604247,1.20432943205994,0.938476767519377,0.925369612895516,1.06228654541577,0.736698529527704,1.10455318468311,0.393349532245383,1.07944050592693,1.61872235491927,2.91491428062088,0.71817315146585,0.547083191452855,1.243178768578,2.10771139963447,1.77007289510422,1.64495914642192,5.89358823622163,2.09786417197538,4.31659294645139,4.0973909608894,2.98229359864439,0,0,8.3914566879015,0,0,0,0
3.83254198593988,0.0532279800004093,4.5494,1.68,45.2533917913859,1.636861595328,1.97441314743955,1.06068631377254,0.899046231233905,0.912345731695944,1.0358264782935,0.942832278908929,1.63351114425006,0.298318025748528,1.05255315772076,0.818430797664001,1.18429494018224,1.63399708753618,0.933548204547927,2.12137262754509,1.99812206460938,3.02047001070385,1.24754429526421,5.86651195765556,3.57981630898234,3.273723190656,0,3.39267699190398,4.73648920974341,0,0,0,0,0,0
3.86408517628078,0.0542730999997897,4.7194,1.69,117.041930590134,2.23242742120712,1.83623426257828,1.2136378466032,0.661300185760723,1.03243497367286,0.423283289133372,0.719192797987083,1.1091150930732,0.585146818897973,0.860237060789865,2.60867923377011,0.929191476305577,0.801265860034159,0.915571160690796,1.38701468183223,1.95964485709894,2.46858814222582,1.22352072754652,3.28773850508381,4.68117455118378,3.21068213387091,2.28572976132021,3.32734527921961,4.64528012826527,6.57547701016762,9.36234910236757,13.3303759680194,18.2858380905617,25.0834541708665,43.3442088072572
3.89715323755027,0.0613992866665681,5.3702,1.68,39.6433484424034,1.97332515166529,1.50507061371002,0.84289807826638,0.535835381351631,0.425883477676258,0.523818052899917,0.817355712258308,1.08931982810467,0.387924683747595,0.456237209503559,1.41902033378178,0.821346706947069,1.18044754016472,0.539538137535093,1.53254196048433,2.77152408941755,1.74566107686418,2.70378804067218,4.35923046537764,2.06893164665384,0,6.06132318355618,5.88232707176523,0,0,0,0,0,0,0
3.926607391634,0.0569342933331771,4.9652,1.66,63.4916867636202,1.53030504391605,2.03683601345226,1.6114112112436,0.682922536863849,1.04978926012641,0.484198080301563,0.685576659674391,0.234949646273736,0.697245235634251,0.984033965270643,0.191288130489506,0.885759688231659,1.5276270100892,0.872776006374684,1.32218355794347,1.86804814931159,1.88256213621248,3.49899466088143,1.56703236497004,5.57796188507401,1.53030504391605,13.0733481681422,6.34364044939088,4.42815284371789,0,8.92473901611841,0,0,0,0
3.95648848098641,0.063230999999981,5.4198,1.68,61.7169953400788,1.91616069132993,1.51878341178076,1.00449880016505,0.99332478444819,0.472624264000838,0.581307176021439,0.440932257959966,1.16354013754543,0.753374100123785,0.738367763024269,0.688956653062446,0.398776722750707,1.83400261045223,0.785862712294761,0.297629274122977,2.35483231027203,3.39018345055703,1.05018523822125,3.52745806367973,1.00449880016505,5.51165322449957,3.92382343814471,5.71192431158666,7.9743718406621,5.64393290188756,8.03599040132038,0,0,0,0
3.98546001938091,0.0538136000004467,4.7136,1.68,101.674155314623,1.97321553827385,2.02026913957115,1.7922868519952,0.555789043280467,0.694167107310697,0.85379518483003,0.932572020550347,0.870010968933024,0.590143231754517,0.520549437577704,1.011905404243,1.87425118973888,1.07747687443795,0.615592652671228,1.04914352311914,3.95275548532421,2.98760011075724,4.9358721808165,4.14476453577932,4.72114585403613,6.47619458715519,4.61049399808216,3.35575659445595,4.68494493819934,6.63162325724691,0,13.4442004984076,0,25.297635106075,0
4.01495338592229,0.0521944499997098,4.519,1.62,73.8917681401987,1.40844990404938,1.66635273092419,1.30704151095782,0.687636542043662,1.00198169470298,0.88028119003086,0.961501801164374,0.640714294314313,0.456337768911998,0.536697660659703,0.625977735133056,1.20774579272234,0.833176365462097,1.26937851722731,0.36056317543664,1.22261276393175,0.513379990025997,0.636123790923337,0.854668267701666,2.43380143419732,0,16.6373144915832,0,4.83027894593733,6.83734614161332,0,0,0,26.082405630544,0
4.04971498179944,0.0437721900001605,3.7898,1.65,118.93651262839,2.20816765108375,1.6972100970041,1.1823338228676,1.36657586744535,0.682728116571696,0.839725726468467,0.891726519603848,0.763994906322144,1.26966529842032,0.853285741903291,1.24403811328662,0.864077772536053,1.32465178302759,1.13521587932687,2.14969785975928,2.91571432801551,1.22432010919103,3.79260569311842,3.05734806721319,2.90209211067502,3.98092196251718,8.50222298049323,8.25114498827916,11.5193575156944,0,23.2167368854002,0,0,31.1009528321655,0
4.0844974177384,0.0556497200000146,4.7768,1.65,66.4078578215395,1.71240712727513,1.66057011723662,1.56406374413518,0.483706087537303,0.738389953281037,0.743062378442602,1.00200279904556,1.08167865638178,0.998675836626857,1.34233148411202,0.978518358442933,1.5858602405695,0.781444761052526,1.4882041083969,1.01452783403363,2.29340240260062,2.40752210615403,1.19325421220323,3.2064089569458,5.70671906643918,3.13125874701738,2.22918713532781,0,22.6518437943903,6.4128179138916,0,0,0,0,0
4.11388170486831,0.0484868999997304,4.198,1.61,59.4853818758756,1.8530685585832,2.05536187622853,1.84363475501223,0.986955545019948,1.1556409374437,0.663314313583758,0.920020462540216,0.965589103003557,0.327487752535067,0.770314984443767,1.5723005951615,1.04007684369933,1.49480863725711,2.39127266766625,1.55253453053661,0.877399885692802,2.76317791201463,2.05429495796753,2.76006138762065,1.30995101014027,0,2.55849806668021,7.4488302231703,5.19962614499543,0,0,14.921160724879,0,0,0
4.14305885575134,0.0401021833336662,3.5126,1.62,94.1280138872037,2.68182875762785,2.66583962668048,1.70116205952211,1.49163994443251,1.30411561459534,0.916574385518381,1.25142956102776,1.50104331868393,1.18788040363182,1.62990688784793,2.44419836138235,0.628770028465609,2.53028845922215,1.23910672762246,2.81571651231247,2.65212495809717,1.3363654540858,6.62350598175045,5.56190916012339,0,2.1726207656732,12.3737542044981,0,0,0,12.6707243054061,0,24.7475084089963,0,0
4.17730492008549,0.0499558399998735,4.2576,1.72,104.094451075533,1.9348355262506,1.63221089922225,1.17725203850741,0.718450757944659,0.523441137862275,0.551836893050347,0.781346538150101,0.669425840878112,0.4767870755955,0.934580061588229,0.872038547042524,0.504746811510051,2.0311957856988,0.331565406308325,1.50688260928948,0.851600143596215,2.14554184017975,1.32925925773876,3.57186988868618,2.542864403176,3.48815418817009,0,10.8446986222254,0,0,10.171457612704,0,0,54.5024091901577,0
4.21207297006829,0.0585319500000743,5.157,1.86,73.6392051036025,1.60482642970575,1.88836902397449,1.24590350994895,0.664281850127913,1.27641847046742,0.706472504381337,1.0479284002438,0.914146347726882,1.6277126500946,1.59529050454373,1.48853465943722,1.07697808445688,0.495309907927735,1.69790636262869,1.6076174321922,1.09023534626749,3.66235346271285,2.2689919880634,3.81064872815928,3.2554253001892,8.93120795662332,2.11941751314401,6.17048784715646,8.61456872453616,6.09703796505485,8.68113413383787,0,0,0,0
4.2420100989384,0.0615373199999126,5.2596,1.84,53.1243191182325,1.96889881901939,1.79614453949442,1.18505586446327,0.923457791037376,0.971264424159857,0.597306383298017,0.724908724737387,1.19556403231758,1.03214543033897,1.2139035505307,0.884898345626693,0.81950435788488,1.17779969802913,0.807491862842997,1.22328347299434,0.345663416260427,1.74174541369702,2.69772321893618,1.44981744947477,5.16072715169487,4.24751205900812,4.03181808726162,2.93456626114316,8.19384896608221,5.79926979789909,0,0,0,0,0
