Depth (cm),FlowThrough (mL),FlowRate (mL/min),Liquid Conductivity,Dust Concentration,"CPP (≥4.5 µm, ≤10 µm)",x1_1_m (ppb),x1_2_m (ppb),x1_3_m (ppb),x1_4_m (ppb),x1_5_m (ppb),x1_6_m (ppb),x1_7_m (ppb),x1_8_m (ppb),x1_9_m (ppb),x2_0_m (ppb),x2_1_m (ppb),x2_2_m (ppb),x2_3_m (ppb),x2_4_m (ppb),x2_5_m (ppb),x2_7_m (ppb),x2_9_m (ppb),x3_2_m (ppb),x3_6_m (ppb),x4_0_m (ppb),x4_5_m (ppb),x5_1_m (ppb),x5_7_m (ppb),x6_4_m (ppb),x7_2_m (ppb),x8_1_m (ppb),x9_0_m (ppb),x10_0_m (ppb),x12_0_m (ppb),ABK1 (ppb)
2.707669037,0.01828535,1.5562,1.87,135.2720537,65.23034671,2.456872575,1.189126326,1.157857039,1.308545224,0.612878032,0.502542118,0.304950002,0.365776211,1.302589169,0,0.595605473,2.757951142,0,0.905841473,3.087618771,0,0,0,4.879200033,20.8414267,4.764843783,0,0,13.78774554,0,0,0,0,74.4506841,0
2.734665131,0.018661607,1.6204,1.86,79.6859893,41.24116692,2.18848812,1.844822536,0.88239841,0.32054056,1.20104228,0.738614741,0.597603156,0.716802809,1.701768362,2.50180667,0.583596832,4.053517697,1.553534767,0.887577832,4.033821303,2.279675125,1.435867056,1.779167892,4.780825249,3.403536725,9.337549314,0,19.35367584,13.50975602,0,0,0,0,0,0
2.773311624,0.01784496,1.2656,1.86,72.25475669,33.24788229,2.212352826,1.116933025,1.054605706,1.340838388,0.4186687,1.28736048,1.562378823,1.499212336,1.334735346,2.093038349,1.220608456,0.706503432,1.624629854,1.856392885,2.109211411,1.192000445,4.504731793,1.860588726,4.999612234,14.23717703,0,13.90349319,10.11968326,0,0,0,0,0,0,0
2.805822117,0.01237128,1.0852,1.84,117.6787156,24.51316204,5.392043831,3.661637928,1.901520763,1.93409311,1.207817818,1.485563096,3.605846781,1.081269851,1.283526515,2.264328284,3.521334747,1.019096284,4.686896548,2.677754992,1.521216611,12.03581212,0,2.683807286,14.42338712,15.40231818,7.042669494,0,0,0,28.84677425,0,0,0,0,0
2.898032217,0.044363627,3.1096,1.82,18.5925702,15.0398339,1.135394151,0.735183056,0.318155853,0.606760771,0.421016426,0.310699075,0.754147207,0.904571588,0.178962667,0.210477526,0.736471881,1.136744349,0.326748025,0,0,1.438421643,1.811997005,0.748408863,4.022118435,0,0,2.796291675,0,0,0,0,0,0,0,0
2.922153408,0.02696491,2.3898,1.81,36.57111884,38.14555384,1.867990741,0.671971804,0.785161946,0.443673044,0.554136929,1.533519426,1.240749742,1.240194393,0.58887146,1.731425472,0,0.935106068,1.075154887,0.614266036,0,0.788847441,0,1.231308816,4.962998968,2.355485838,0,4.600558278,0,9.349697549,0,0,0,0,0,0
2.949450303,0.012168,1.04,1.81,143.0681071,66.3491202,3.244522327,1.786948642,0.966643893,0.491601073,0.920996821,1.510381083,0.916521617,1.649000503,0.652484628,2.302156411,1.790081284,1.036121423,1.191299095,1.361244936,0,3.496252508,13.21281372,2.728643277,3.66608647,5.219877024,0,0,74.20502263,20.7194077,0,0,0,0,0,0
3.034886092,0.020762933,1.816,1.79,37.50454017,32.37605899,1.835867324,0.698154117,0.113299241,0.432150055,0.719659991,0.663862738,0.268561163,0.322129149,0.764769874,0.449721928,1.049067042,0.607213118,0.698154117,1.595499838,1.812787849,2.048959067,1.290549162,1.599106006,0,0,8.39253634,0,0,12.14249205,0,0,0,0,0,0
3.101350085,0.03508056,1.1772,1.76,64.060595,13.5558886,2.250782067,1.652850169,1.274097876,0.767322652,0.851882206,1.964583486,2.225324946,1.143940582,2.263200175,1.064697531,1.241810796,1.437551222,2.479275254,2.360798743,0.536462264,1.212705855,3.055320237,4.732269297,6.358071274,9.052800701,7.450864775,3.536250274,5.147732621,0,0,0,0,0,0,0
3.126108789,0.073930973,6.4102,1.76,12.36002909,27.15148518,0.681313933,0.441159979,0.222734414,0.202276583,0.353694001,0.372881274,0.075423294,0.723739536,0.322169421,0.252601744,0.294622241,0.341062072,0.392142203,0.448083601,0.254553616,0.863151098,0.724881197,0,0,0.859118456,1.178488965,3.355931467,0,0,0,0,0,0,0,0
3.150721929,0.0271837,2.3638,1.76,49.82573861,60.0069352,1.652636504,0.799876068,0.692304456,0.770178691,0.549676917,0.507058928,1.230763477,0.492085039,0.876197827,0.686995987,0.400639153,0.463789899,2.133002848,0,0,3.12999338,0,0,0,2.336527538,3.205113221,4.563530348,6.643148029,0,0,18.6922203,0,0,0,0
3.175280164,0.035698047,3.0686,1.76,25.17275047,20.09589601,0.953383269,0.913646254,0.395387109,0.418916608,0.83714678,0.514826965,0.781011574,0.9367944,1.334431493,0.784710701,0.610165292,0,1.218195005,1.391977707,1.581548437,1.191729086,0.750617715,3.720330326,0,1.779241991,0,0,5.058689759,0,0,0,0,0,0,65.89785153
3.265187987,0.02746962,1.9482,1.75,20.4761404,0,1.784110788,0.791550486,0.428186589,0.32664095,0.815933334,0.334520773,0.405984322,0.973926256,0.289025948,0.339922664,1.189407192,1.835850001,0,0.602979888,0.685098543,0,4.877312868,0,1.623937287,0,3.171752513,0,0,0,0,0,0,0,0,0
3.318422822,0.038311,3.2838,1.73,33.17516157,59.81536148,1.10156512,0.851332166,0.429823603,0.39034493,0.975062803,0.119928461,0.727743666,0.174580304,0.41447276,0.487460333,0.28427487,0.329083696,0.378369852,0.432346542,0,1.11044871,0,3.466589898,0,1.65789104,0,0,0,6.580714493,0,13.26312832,0,0,0,0
3.351431643,0.023451567,1.6652,1.73,29.26512646,18.07537207,1.393193217,0.695377564,0.300929735,0.765211374,0,0.587753388,0.713314927,0.570396523,1.015637855,0.796326023,0,1.612795297,0.61811339,2.825163644,1.604958585,1.814053667,1.142592587,0,3.804346277,0,3.715181911,5.289780494,0,0,0,0,0,0,0,0
3.396799269,0.03707729,3.1826,1.73,37.31165037,45.69687356,1.064785147,0.586439599,0.634465081,0.161333308,0.100750705,0.123918961,0.300783446,0.180389291,0.428263929,0.503680091,0.881201501,0.340033629,0,0,1.015144129,0.573698894,2.890781524,0,0,3.426111436,7.049612007,3.345811949,0,0,0,13.70444574,0,0,0,0
3.484818334,0.03197925,2.745,1.72,24.08551257,48.83789984,0.808830086,0.56660676,0.588487742,0.467631499,0.233624185,0.143673765,0.348733477,0.418292864,0.744804799,0.875962983,1.362240144,1.971204059,0.453285408,0.517949245,0.588487742,0,0.837905399,0,1.394933908,0,0,3.87919166,0,7.883666844,0,0,0,0,0,0
3.512142056,0.046514433,3.3028,1.74,28.1458207,46.8446819,0.848754781,0.545368848,0.354018546,0.192901475,0.321239051,0.296332488,0.479517184,0.431372301,0.51206254,0,0.23413925,0.271045449,1.246557367,0.356096532,0.809185248,1.82921289,1.728211071,0.713802771,1.918068736,0,1.873114,0,7.764701411,5.420118765,0,0,0,0,0,0
3.534793963,0.03437725,2.985,1.72,25.33054885,0,1.267216491,0.896040861,0.479007834,0.870023322,0.543319071,0.133651739,0.486611133,0,0.461900411,0.271619935,1.267216491,2.200442236,1.68666515,0.48181947,0.547437524,1.856274157,2.338370831,3.863267876,1.297629687,1.847601644,2.534432983,0,0,0,0,0,0,0,0,0
3.559445583,0.014366333,1.2314,1.72,91.15610372,46.19643522,3.60088812,1.009006755,0.818728246,1.873693705,1.560132158,2.238710048,1.552551341,0.93111386,1.657924699,1.299920611,2.274245128,2.632723017,4.036027021,3.45884256,0,7.403141694,1.865165286,4.622213703,6.210205364,0,0,17.27004894,0,0,24.84082146,0,0,0,0,0
3.591560103,0.023052453,1.6388,1.72,25.90011316,0,1.535423441,0.864620562,0.612279625,0.389229842,0.162046228,0.597929321,0.241888247,0.870407927,1.033221867,1.215169544,0.472437982,1.093812038,0.628814954,0.718519116,0.816372833,0,1.1623746,1.440286243,0,8.265774933,3.779503856,0,0,0,0,0,0,0,0,0
3.621735149,0.038286053,3.3196,1.72,32.00051666,45.44276722,1.671203083,0.709905735,0.43010367,0.234359564,0.195139628,0.120006604,0.145643571,0.524082175,0.207371412,0.731666933,1.706760596,0.329298122,1.514465569,0.432628254,0,1.111172263,1.399757034,4.336060851,0,1.658971299,0,3.240178318,4.716739579,6.585002396,0,0,0,0,0,0
3.646426408,0.02942016,2.5472,1.72,67.63731755,63.58291419,1.804644021,0.800660397,0.639676896,0.30498484,0.634864512,0.624684469,0.758135581,0,0.269863691,0.317385983,1.110550167,1.285600637,1.478142272,1.689007985,3.198384481,0.723014432,0,4.514201337,1.516271161,0,2.961467112,0,18.41444877,0,0,0,24.5913288,0,0,0
3.665308695,0.022833693,1.9798,1.71,31.49394687,0,1.609754213,0.555484445,0.927218427,0.39295889,0.490796173,0.60365783,0.244205676,0,0.69541382,0.408937191,0.476964211,1.10429139,1.269678731,0,0.824194157,1.86314145,1.173510821,1.454085019,9.768227048,0,7.631427381,0,0,0,0,0,0,0,0,0
3.698662231,0.012432,1.0656,1.71,94.20376732,47.53933335,3.066118956,3.060753248,3.216796802,0.721742501,2.103357604,1.478307354,0.897058803,1.075988745,1.915886331,1.50217928,1.752067975,0,1.166001237,2.664676381,3.027573461,3.422007764,4.310744244,5.34139823,3.588235213,5.109030215,0,9.978574639,14.52584806,20.27942028,0,0,0,0,0,0
3.724456163,0.037168053,2.6144,1.71,39.94613964,53.1797568,1.09881204,0.536256902,0.443041014,0.241409005,0.603028047,0.494465418,0.600097882,0.71979514,0.213609061,0.502450119,0.586033088,0.339203277,0.39000502,1.336924609,0.506332588,1.716893812,0.720930579,0,3.600587292,1.708872484,2.344132351,0,4.858617196,6.783076603,9.601566112,0,0,0,0,0
3.748576993,0.02572861,2.2602,1.69,30.47614519,0,1.587365369,0.211278331,0.548593471,0.8137364,0.290382038,0.714314416,0.650184855,0.779872606,0.308583828,1.451698542,1.269892295,1.470059068,0,1.287564963,0,1.653505592,1.041470418,3.871425398,1.73382628,7.406011864,3.386379453,0,0,0,0,0,0,0,0,0
3.779185766,0.02259909,1.5822,1.71,53.65660592,35.68386096,2.168620303,1.202680676,1.457312843,0.397038234,0.165297059,1.016540767,0.493481598,1.183825727,0.351316489,0.826364814,0.963831246,1.115755146,0,0,0,2.823724352,3.557079451,4.407540047,3.947852782,8.431595737,0,0,7.99082366,11.15592499,0,0,0,0,0,0
3.809064365,0.04140928,3.5904,1.74,62.11067521,51.80745276,1.545155346,0.525089813,0.511282041,0.794505729,1.08252926,1.109553041,1.346586446,0.323036094,0.575192297,0.225494054,1.841036157,1.826768127,1.050179625,0.399997981,0.908945851,4.109455708,1.294182667,1.603608244,2.154538314,4.601538373,2.104041323,0,0,6.088339448,8.618153257,0,17.47146601,0,0,0
3.83344265,0.036542777,3.2102,1.78,49.28366807,57.84043897,1.080359822,0.495847904,0.386247263,0.654772559,0.306673174,0.377194593,0.915549068,0,0.869056342,0.766571174,1.192121182,0.690014642,2.380069941,1.359800478,0,1.164180842,2.199798866,1.81716522,0,1.738112684,2.384242365,0,4.941752093,13.79828113,9.765856727,0,0,0,0,0
3.868539465,0.033692967,2.3924,1.86,56.91639164,41.17317583,1.818214981,1.129353932,0.279277821,0.532615775,0.665224254,0.954562865,0.661991872,0.397017342,1.413843969,0.554272736,0.969714656,1.496754572,0.430230069,0.983209852,1.117111284,5.681921815,1.590574465,3.94172846,1.323983744,7.540501169,0,0,5.359734121,7.482681932,10.59186995,0,0,0,0,0
3.893509891,0.074144647,6.4102,1.94,27.26174771,24.00540687,0.991484502,0.684271193,0.412457553,0.363048575,0.251910507,0.185903344,0.376029678,0.270620187,0.214160652,0.377810678,0.587546372,1.190277145,0.586518166,0.446792294,1.01528013,0.86066363,2.529772707,1.791208557,1.804942454,3.42657044,2.350185487,1.673130098,4.871163359,0,0,0,0,0,0,0
3.918199916,0.018997897,1.6354,2.01,72.58017538,31.38068746,3.081306533,1.430657789,1.485906332,1.102032864,2.16293387,1.209233668,1.174049447,1.76028593,2.507466935,1.474512663,2.293065327,3.318137186,1.526034975,0.871866432,1.981208442,4.478643217,2.820900302,3.495348141,7.044296684,0,4.586130654,0,9.505544021,13.27061397,0,0,0,0,0,123.8255277
3.944789187,0.04350696,3.0856,2.1,51.31472256,46.05141764,1.940014256,0.666363606,0.432560598,0.343726719,0.686890209,0.633633688,0.768996619,0.307460969,0.547459507,1.287731398,1.00129768,1.159127227,0.999545409,0.380712152,1.297681794,0.977829766,1.847675835,3.815726426,5.126644124,1.459892018,2.002595361,2.851351598,4.150723081,0,0,0,16.62908252,0,0,0
4.036983459,0.04727409,1.5998,2.2,125.6702962,61.1993242,3.369260996,1.379841965,1.144512043,1.138810216,1.343327239,1.166282652,0.707717592,1.131841318,1.679447019,1.975193262,1.151884101,2.933589631,1.226526191,2.452620425,1.592364581,2.249773635,1.700440107,2.809330134,7.548987645,2.687115231,7.372058247,5.248271935,11.45989334,10.66604362,7.548987645,0,0,41.98617548,0,0
4.068654994,0.0265824,2.272,2.2,80.81678476,47.85727548,2.765486491,1.976759501,0.884955677,1.01262897,0.983693787,0.691371623,1.25860363,0.503216116,1.194690164,0.702535994,2.048508512,1.4228428,1.635938897,1.86931523,0.707964542,4.000993187,4.032079304,3.747080557,5.034414518,2.389380328,3.277613619,4.666758453,6.793417565,0,0,0,27.2165353,0,0,0
4.101202891,0.035021587,2.4956,2.22,69.37466343,56.02583742,1.788108979,1.448679248,0.201512107,1.195622956,0.853316702,0.393578335,0.796097215,0.954889066,0.226701121,0.533245195,0.621950949,0.719985967,0.827816713,0.94590965,0.53736562,1.214747947,0.765116283,2.844142818,2.547511087,3.627217935,7.463411389,14.16882006,0,0,10.19004435,14.50887174,0,0,0,0
4.125512238,0.017472607,1.5106,2.21,111.2340743,40.41905053,3.116551165,1.5555486,1.480985114,0.513529718,1.496567869,0.262959005,1.595674196,0.382790397,2.726358959,3.206463666,0.623310233,1.443119017,0,0.947976951,1.077080083,1.217402799,4.600730744,3.800478318,7.659236143,3.635145279,24.93240932,14.19978625,10.33534071,0,20.42462971,0,0,0,0,0
4.186003294,0.0346199,3.0324,2.16,34.38749278,30.33794593,1.219011647,0.628066259,0.47565048,0.431962676,0.539510961,0.796289866,0.644267317,0.386387369,2.293314814,0,0.314583651,0.364169899,1.674843357,0.95688482,0,1.228842386,0.77399375,1.918095165,1.288534634,5.503955554,2.516669206,0,10.43245897,0,0,0,0,0,0,0
4.213835675,0.03715856,2.6168,2.15,30.12217599,16.13382276,1.612002724,0.828972401,0.316538717,0.724412042,0.502651758,1.854719043,0.450188397,0.539984276,0.213663634,0.251289243,0.586182809,1.357159748,0.390104659,0.44575539,1.51938584,2.862220745,1.442229528,0,3.601507176,3.41861814,2.344731234,0,4.859858484,0,0,0,0,0,0,0
4.242336396,0.017374,1.241,2.15,65.10371242,10.96740649,3.917799058,1.251501731,0.812394813,0.516444272,1.720070498,1.586708618,1.925676593,1.924814677,0.913944164,2.687218374,1.880543548,2.176964224,1.668668975,0.953357223,2.166386167,7.345873233,6.169123108,9.555120122,5.135137581,3.655776657,0,7.140188783,0,0,0,0,0,0,0,0
4.283976497,0.033656877,2.0014,2.11,82.05221293,51.19620621,2.184197566,1.184401354,1.048414832,0.71091586,1.220885543,0.546049391,0.994052581,0.596164591,1.415360023,1.387167695,1.294339298,0.374589883,1.292074205,1.47639621,1.677463731,1.896004832,1.592280026,0.986488786,6.627017208,3.774293394,7.76603579,11.05750018,5.365481321,14.98141111,10.60322753,0,0,0,0,0
4.360807057,0.053504587,1.6582,2.06,95.45023317,55.53199413,2.697036489,1.320759124,0.703468536,0.838498467,0.488723367,1.202216737,1.042175609,1.125045872,1.483878944,1.221630311,2.035499237,0.706903441,1.896474639,0.928721971,1.406937072,1.987792223,3.004854861,2.482189544,4.168702437,3.561309465,8.141996947,4.637121699,13.50055046,9.424005254,0,0,0,0,25.44374046,43.96678351
4.399895952,0.03466245,2.0694,2.02,64.76042139,58.66966663,2.120833008,0.940942911,0.610799906,0.690291869,0.538848683,0.795312378,1.126083778,1.157739174,0.687149895,0,1.570987413,1.454891443,0.836393699,0.955710193,1.62879975,2.454667833,0.773043631,0.957870301,1.286952889,3.664799438,2.513579861,3.578905701,5.209826284,14.5467936,0,14.65919775,0,0,0,67.86665625
4.442654716,0.028362987,1.6816,2.02,69.90882284,52.73191647,1.727915539,0.958273159,0.497639675,0.527254228,1.053644498,0.485976245,0.786393561,1.179062367,0.839766952,0.987647724,0.767962462,2.222531362,0,1.751962364,2.654078268,1.499926683,0,1.17061478,4.718361365,0,9.215549542,0,6.366936783,0,12.58229697,17.91502831,0,0,0,0
4.496395846,0.03556971,2.5498,1.95,74.25299416,71.80546077,1.339552349,0.560353884,0.529084905,0.252256844,0.420083617,0.516684477,0.156765898,0.564104631,0.446415388,0.787541962,1.224733576,0,1.222590292,0.931333339,0,0,1.506651936,3.733753399,2.508254364,1.785661554,2.449467152,0,5.076941675,0,0,0,20.33980114,27.90096178,0,66.13561311
4.523708417,0.02339488,2.0168,1.96,93.7192633,58.39014059,1.920282342,1.549027756,0.703870764,0.639221258,0.958046317,0.196392512,0.715043316,0.285889307,1.018098783,1.596511101,1.396568976,1.077802107,1.858833307,0,0.80442373,1.818449187,0,5.676820125,7.627128699,5.429860177,3.724183935,5.302597829,7.7190113,10.77644993,0,0,30.92475054,0,0,100.5529662
4.549107039,0.012637417,1.091,1.92,148.2634266,59.85099428,2.693107406,2.007334536,1.303033087,1.183351394,2.364763751,1.090708499,1.764954869,1.058498935,1.256496191,4.433285687,2.585383109,1.995269415,3.441144919,1.310681512,2.978361342,3.366384257,2.120337323,5.254575721,3.529909739,0,13.78870992,0,28.57947124,19.94978559,0,40.20787812,0,0,0,0
4.573937304,0.0123257,1.058,1.95,65.41530626,15.38574533,3.313459235,1.617078555,1.526842016,0.970622659,1.212284286,0.745528328,1.357192903,0.542634174,1.288272951,0.75756723,3.534356518,3.068594598,1.176057131,1.343828617,1.526842016,0,6.521881813,5.387463819,7.238362148,5.153091803,7.068713035,10.06463243,0,0,0,0,0,0,0,0
4.601038814,0.032603967,2.3428,1.91,40.406877,50.21240451,0.918595282,0.944775248,0.432908904,0.642139857,0.343721653,0.281841734,0.855128699,0.615417085,0,1.145571826,0.334034648,0,0.444600117,2.540124727,2.308847488,1.957234266,1.643700995,2.036692758,0,0,2.672277185,3.804863414,5.538753763,0,10.94564735,0,0,0,0,0
4.626414077,0.01684683,1.4586,1.94,89.71025486,50.03733673,2.585852539,1.183108344,0.97745226,0.887674692,0.221736855,1.09090654,1.98593475,0.794018345,0,1.10852266,1.939389404,1.496723773,0,1.96637924,1.117088297,2.52524662,1.590541735,3.941647348,5.295826,3.770173002,10.34341016,14.72723829,0,0,0,30.16138401,0,0,0,0
4.663204757,0.01975057,1.3958,1.92,51.38970221,12.22232356,1.929969153,0.917424623,1.07196001,1.36290286,0.756547908,0.697890631,1.129307665,0.338640659,0.401985004,0.94554703,2.205679033,1.915011893,1.467879396,0.838640525,3.811413368,5.384958576,1.356699387,0,4.517230659,9.647640088,4.411358065,6.281015683,0,0,0,0,0,0,0,119.1066678
4.685920262,0.012855617,1.091,1.9,85.23082704,57.69647949,3.176876346,1.83231638,0.548964233,0.697959733,1.743469738,2.501790122,0.867499034,2.081065798,1.235169523,2.179019485,1.694334051,3.922806912,1.127579311,2.5768703,1.46390462,1.654623097,4.168697141,2.582694573,0,0,0,9.6497619,0,0,0,39.52542474,0,0,0,0
4.720552882,0.03415239,2.4482,1.9,20.39779676,0,1.395143607,0.689719138,0.619922097,0.350300629,0.218758518,0.134531705,0.163271663,0.195838301,0.464941572,1.093633143,0.318889967,0.738309997,0.424442547,0,1.102083727,0.622831968,3.922944517,2.91652778,1.306173306,3.719532579,0,0,0,0,0,0,0,0,0,0
4.750148972,0.073930973,6.4102,1.88,11.26523126,0,0.644486153,0.563704417,0.190915212,0.161821266,0.252638572,0.248587516,0.452539763,0.271402326,0.107389807,0.126300872,0.294622241,0,0.980355508,0.896167202,0.509107233,0.287717033,0.724881197,0.449096365,1.2067727,1.718236911,1.178488965,0,0,0,0,0,0,0,0,0
4.830490978,0.02304016,1.6112,1.85,35.75380318,43.84345377,2.186191511,1.101013314,0.714707365,0.519250027,0.162132689,0.398832235,0.484034618,1.451453905,0.344591051,1.621090549,2.363450283,1.094395653,1.25830093,0.71890249,0.816808418,0.923222767,1.162994798,0,0,2.75672841,0,0,15.67570217,0,0,0,0,0,0,0
4.860656675,0.015888393,1.3796,1.85,65.48034442,46.22602624,1.970696855,1.938737293,1.184474493,1.129466346,1.175563516,0.867535029,0,0.420957985,0.499700177,0.587696075,0,0.793505373,0.912346962,4.169994546,1.184474493,0,0,2.089709809,2.807643242,7.995202825,5.483678207,7.807815259,0,0,22.46114593,0,0,0,0,0
4.885469875,0.01357664,1.1704,1.82,70.59539708,0,2.707343941,1.601544349,1.212890086,1.321785475,1.650878172,2.368925949,2.053570515,0,0.584786291,0.687765633,1.604351965,0.928618972,1.067696233,0,1.386160098,6.266999864,5.9209612,7.336601265,3.285712825,9.356580661,19.25222358,0,0,0,0,0,0,0,0,0
4.920473903,0.0158355,1.1178,1.82,159.5925762,77.87281217,1.633404661,1.487515834,0.594215422,0.9443658,0.943592082,0.580288498,1.40851063,0.844728116,2.005477049,0,0,0.796155819,0,1.045980764,1.188430844,4.029781237,3.384242521,2.096689804,2.81702126,4.010954099,5.501994649,0,0,15.92079523,0,0,45.68727403,62.6711578,0,0
4.977280027,0.0234639,1.674,1.79,37.49578131,55.151834,1.218403298,0.54056493,0.401028743,0,0.477614093,0.195814816,0.712939987,0.285048353,0.338368002,0.397953725,0.464153637,1.074631709,0.617788491,0.705919663,0,0,1.141992006,2.830060766,0,5.413888027,0,5.287000026,15.39261104,0,0,0,0,0,0,0
