Depth (cm),FlowThrough (mL),FlowRate (mL/min),Liquid Conductivity,Dust Concentration,"CPP (≥4.5 µm, ≤10 µm)",x1_1_m (ppb),x1_2_m (ppb),x1_3_m (ppb),x1_4_m (ppb),x1_5_m (ppb),x1_6_m (ppb),x1_7_m (ppb),x1_8_m (ppb),x1_9_m (ppb),x2_0_m (ppb),x2_1_m (ppb),x2_2_m (ppb),x2_3_m (ppb),x2_4_m (ppb),x2_5_m (ppb),x2_7_m (ppb),x2_9_m (ppb),x3_2_m (ppb),x3_6_m (ppb),x4_0_m (ppb),x4_5_m (ppb),x5_1_m (ppb),x5_7_m (ppb),x6_4_m (ppb),x7_2_m (ppb),x8_1_m (ppb),x9_0_m (ppb),x10_0_m (ppb),x12_0_m (ppb),ABK1 (ppb)
4.097690023,0.017396913,1.4764,2.04,194.0307395,50.57244535,4.382155631,1.874780082,1.893091233,1.20344949,1.503079381,0.792309389,1.602616917,0.384455904,2.738221247,2.146943248,3.130111165,4.348193925,4.166177961,0.952101564,2.163532837,4.890798695,9.241496709,9.542535151,10.25674827,3.650961663,25.04088932,7.130784498,20.76061881,0,41.02699306,29.2076933,0,0,0,0
4.122027948,0.01298913,1.1246,2.04,350.3030855,42.20346696,7.022095145,4.882452273,2.173286044,3.914451217,2.875914788,2.476074594,3.863619633,2.574593541,3.667420199,3.594369448,5.030754731,5.823727445,7.811923638,7.651149101,1.448857362,9.825692833,18.56631476,28.11762184,10.30298569,44.00904238,26.8306919,0,13.90280512,0,0,78.23829757,55.69894427,0,0,0
4.144854146,0.017011733,1.2224,2.06,306.5961731,68.79399156,4.241302745,2.875843335,1.935954641,1.933954027,1.756699582,1.620497747,1.6389034,1.96580381,1.400110053,3.842220164,3.200983203,1.482215272,4.260508644,2.920977198,3.318779385,3.751152192,7.875619049,5.855158451,18.35571808,11.20088043,10.24314625,14.58447972,42.46136229,14.81999206,20.97796352,59.73802894,0,58.33791888,0,0
4.166116856,0.020060513,1.4012,2.06,142.2244872,63.29327494,3.325263063,0.903250028,1.289930618,1.043657564,1.489717852,1.374215858,2.223718776,1.667042595,1.583096668,2.792813798,0,1.885424157,1.445200045,1.651366355,1.876262718,0,5.342951255,4.965296378,6.671156329,6.332386672,4.343200735,0,9.002030011,12.56766209,17.78975021,50.65909338,0,0,0,117.2664199
4.187454781,0.019090027,1.6576,2.08,349.9711883,63.03246777,4.920559933,2.942423528,1.7251911,2.03675525,2.152495377,1.684756934,2.044670933,2.102148778,2.079471415,2.934793094,1.140999405,3.30212359,3.037340416,1.73531747,1.971646972,2.228514463,12.63278885,10.43543793,16.35736747,19.96292559,31.94798334,0,28.37900851,26.41313785,18.69413425,0,75.79673309,0,71.3124628,0
4.214965951,0.03096632,2.1936,2.09,175.6838183,51.0715376,3.165299938,2.165021195,1.51934397,1.641955381,1.326964074,1.632107781,1.980774362,1.511914308,1.794725065,1.507693908,0.703399986,2.035683523,2.808676145,2.139566908,0,6.869140492,6.922510965,7.505409742,14.40563172,10.2555718,14.06799973,24.03649641,5.831669474,16.28309421,11.52450538,0,0,32.04866188,0,0
4.238933427,0.028554987,2.0204,2.09,213.2036423,62.67197731,3.527944369,1.776749064,1.070969491,1.361643502,1.569839894,0.643611473,0.781105953,1.171134506,2.502361406,3.924027637,0.762798783,3.973657233,0.50764259,2.900303996,3.295290741,3.72460343,3.753542109,10.46469347,9.37327144,13.3459275,9.153585391,17.37750976,25.29650533,35.31624873,12.49769525,17.79457,25.33640924,0,0,0
4.268212481,0.01836054,1.3068,2.11,325.8829245,66.42061593,4.81947661,2.664577399,2.049982913,2.117678022,2.034560587,1.251210274,2.429609378,2.914226287,2.594509624,3.559962007,4.745330816,4.119985189,1.579008829,1.804263751,3.074974369,1.158528031,10.21588164,9.041708849,17.00726564,20.75607699,9.490661632,47.29574835,29.50654116,13.73128203,19.43687502,27.67476932,78.80822982,0,0,128.123932
4.284555585,0.03419031,2.9602,2.11,228.5496295,74.68236912,2.389022182,1.37790836,1.307272938,0.699824231,1.420353321,0.806294986,0.163090581,0.978105498,1.625490693,1.638630315,1.592681455,0.737491148,1.695887213,0.968907763,0.550430711,4.354988352,2.35115618,7.768781599,11.74252183,11.14622189,2.548290327,14.51330975,10.56353938,14.74767283,10.43779718,59.44651675,21.16040562,0,39.81703636,68.80383884
4.302251652,0.02517285,1.779,2.11,201.6430607,60.57106965,3.136660941,2.087447856,0.934508639,0.831701873,1.335568596,1.642690967,1.550592112,0.531393628,3.153966656,1.854685982,3.028500219,1.502514671,1.727543053,2.631983011,5.233248378,6.760045131,5.322318732,10.5517274,7.088421083,15.13903995,3.461143107,24.6403645,28.69525589,40.06121721,0,0,28.74052115,0,0,0
4.310960078,0.01527548,1.3112,2.13,318.0192685,54.09725809,7.396992813,3.677196632,1.540000431,2.349570103,2.934556378,3.007813343,4.745482811,1.751394009,2.079000582,3.66766075,3.564815813,9.904127775,4.744769848,2.1686557,3.696001035,4.177518531,10.52494045,17.38845857,14.60148557,24.94800699,17.1111159,32.4843841,11.82190956,33.00894675,0,0,94.72446404,0,0,154.0000431
4.346912443,0.0277518,2.4132,2.13,152.1703946,54.86077934,2.648954954,1.305836683,0.847665585,0.862185783,1.211455399,1.490037162,1.205568832,0.723017538,0.858261405,2.355264337,2.747064397,0.908591549,0.522334673,5.968487949,0.678132468,4.598880129,1.931088162,4.785582398,14.46682599,9.154788321,9.418506503,13.41033445,39.04294707,18.16918203,12.85940088,0,0,0,0,84.76655853
4.36623701,0.018631587,1.6108,2.13,375.6453453,71.07997163,4.237894323,1.264280784,2.272680431,1.284228114,2.405954901,1.972812874,0.59856604,1.076936628,0.852255162,2.505837686,2.338148592,5.413398527,3.89009472,2.667023805,4.040320767,4.566696469,4.314541756,7.128138251,11.97132079,20.45412388,23.38148592,26.6329738,48.46214826,0,38.30822653,27.27216518,0,53.26594761,73.0671435,0
