Y_dimension(mm),Button,True_depth(m),meas,button_raw
79.306,0.0,10.09334375,3.307912e-05,0.0
79.306,0.0,10.09334375,6.513292e-06,0.0
79.306,0.0,10.093244646147994,7.446419e-06,0.0
79.306,0.0,10.09309751171798,8.029398e-06,0.0
79.306,0.0,10.092910582273484,8.458825e-06,0.0
79.306,0.0,10.092685109436564,8.791831e-06,0.0
79.306,0.0,10.092425679189152,8.759394e-06,0.0
79.306,0.0,10.092112231236715,9.073847e-06,0.0
79.306,0.0,10.091767004950658,9.974145e-06,0.0
79.306,0.0,10.0913925189913,8.936666e-06,0.0
79.306,0.0,10.09095753140539,9.232856e-06,0.0
79.306,0.0,10.09054180725206,9.572002e-06,0.0
79.306,0.0,10.090107698937295,9.451163e-06,0.0
79.306,0.0,10.089678634358982,1.00024e-05,0.0
79.306,0.0,10.089276614761763,1.021444e-05,0.0
79.306,0.0,10.088880600770423,9.808748e-06,0.0
79.306,0.0,10.08843516826687,9.958589e-06,0.0
79.306,0.0,10.088017162958188,1.032361e-05,0.0
79.306,0.0,10.087587103861296,9.954965e-06,0.0
79.306,0.0,10.08718964661698,9.457945e-06,0.0
79.306,0.0,10.086789473758037,1.011408e-05,0.0
79.306,0.0,10.086389073524591,1.007441e-05,0.0
79.306,0.0,10.085939547653911,9.51071e-06,0.0
79.306,0.0,10.085536299366815,1.051395e-05,0.0
79.306,0.0,10.08510815984766,9.926764e-06,0.0
79.306,0.0,10.08471434611732,9.335781e-06,0.0
79.306,0.0,10.084284860152753,9.468829e-06,0.0
79.306,0.0,10.083885323556824,1.063237e-05,0.0
79.306,0.0,10.08345913331553,1.005901e-05,0.0
79.306,0.0,10.083034776244704,9.046664e-06,0.0
79.306,0.0,10.082633665705131,1.044141e-05,0.0
79.306,0.0,10.08219832765656,9.957919e-06,0.0
79.306,0.0,10.081800660226026,8.79135e-06,0.0
79.306,0.0,10.08137091696266,1.021456e-05,0.0
79.306,0.0,10.080939112394931,1.031466e-05,0.0
79.306,0.0,10.080515481603976,9.087875e-06,0.0
79.306,0.0,10.08007904878784,1.008989e-05,0.0
79.306,0.0,10.079680667570722,1.017287e-05,0.0
79.306,0.0,10.07924423322804,9.32788e-06,0.0
79.306,0.0,10.078847703067416,9.565119e-06,0.0
79.306,0.0,10.078416837036896,1.036022e-05,0.0
79.306,0.0,10.077997330561178,9.666837e-06,0.0
79.306,0.0,10.077557417881554,8.74135e-06,0.0
79.306,0.0,10.077154558432335,1.012723e-05,0.0
79.306,0.0,10.076746647458224,9.616924e-06,0.0
79.306,0.0,10.076330228886691,8.945281e-06,0.0
79.306,0.0,10.075920275203066,1.012975e-05,0.0
79.306,0.0,10.075509870085163,1.013195e-05,0.0
79.306,0.0,10.075069512965698,9.250449e-06,0.0
79.306,0.0,10.074667756953584,1.003635e-05,0.0
79.306,0.0,10.074259136485392,1.038943e-05,0.0
79.306,0.0,10.073838106393053,9.738127e-06,0.0
79.306,0.0,10.07342798402772,9.694151e-06,0.0
79.306,0.0,10.073018007774364,1.098454e-05,0.0
79.306,0.0,10.07257490274978,9.864161e-06,0.0
79.306,0.0,10.072170914416922,8.71715e-06,0.0
79.306,0.0,10.071747803208073,1.013438e-05,0.0
79.306,0.0,10.07135351961455,1.012909e-05,0.0
79.306,0.0,10.07091263253912,8.498711e-06,0.0
79.306,0.0,10.070469196712788,9.402007e-06,0.0
79.306,0.0,10.070061533411842,9.806157e-06,0.0
79.306,0.0,10.069618735961054,8.910429e-06,0.0
79.306,0.0,10.06921994062299,8.690055e-06,0.0
79.306,0.0,10.068801907866142,1.052662e-05,0.0
79.306,0.0,10.068395375719383,9.569325e-06,0.0
79.306,0.0,10.067961105290207,8.675052e-06,0.0
79.306,0.0,10.067536087673249,1.065819e-05,0.0
79.306,0.0,10.067128239229946,9.779775e-06,0.0
79.306,0.0,10.066732882552314,8.818257e-06,0.0
79.306,0.0,10.066295399598902,9.397569e-06,0.0
79.306,0.0,10.065893072122174,1.051206e-05,0.0
79.306,0.0,10.065483543330084,9.136507e-06,0.0
79.306,0.0,10.06506887859914,8.969349e-06,0.0
79.306,0.0,10.06463420938186,1.079634e-05,0.0
79.306,0.0,10.06423897790367,9.822383e-06,0.0
79.306,0.0,10.063796432075954,8.726565e-06,0.0
79.306,0.0,10.063405208592023,1.020358e-05,0.0
79.306,0.0,10.062978199879636,9.872267e-06,0.0
79.306,0.0,10.062555170761875,8.796866e-06,0.0
79.306,0.0,10.062120796957345,9.413139e-06,0.0
79.306,0.0,10.061728230408145,1.010631e-05,0.0
79.306,0.0,10.06129646542952,9.047479e-06,0.0
79.306,0.0,10.06089325920577,8.402974e-06,0.0
79.306,0.0,10.060457791676631,1.001585e-05,0.0
79.306,0.0,10.06001285158097,9.134936e-06,0.0
79.306,0.0,10.05960631263074,8.150688e-06,0.0
79.306,0.0,10.05917627562201,9.226584e-06,0.0
79.306,0.0,10.058774621258395,9.659198e-06,0.0
79.306,0.0,10.058351769513044,8.687581e-06,0.0
79.306,0.0,10.057915532401664,7.536917e-06,0.0
79.306,0.0,10.057503388529884,8.172065e-06,0.0
79.306,0.0,10.057095519060974,8.791161e-06,0.0
79.306,0.0,10.056656949574002,8.689254e-06,0.0
79.306,0.0,10.056271273305818,9.499097e-06,0.0
79.306,0.0,10.055873108254287,9.519252e-06,0.0
79.306,0.0,10.055444233647624,8.604518e-06,0.0
79.306,0.0,10.055020014680837,8.578616e-06,0.0
79.306,0.0,10.054604864885716,1.001795e-05,0.0
79.306,0.0,10.054196801808336,9.210489e-06,0.0
79.306,0.0,10.053792154868155,8.770905e-06,0.0
79.306,0.0,10.05336154524976,9.184048e-06,0.0
79.306,0.0,10.052948600063436,9.773561e-06,0.0
79.306,0.0,10.052537441822263,8.867806e-06,0.0
79.306,0.0,10.052095889078988,8.386516e-06,0.0
79.306,0.0,10.05167715355558,1.016112e-05,0.0
79.306,0.0,10.051266646058052,9.259209e-06,0.0
79.306,0.0,10.050833485185125,8.654955e-06,0.0
79.306,0.0,10.050411374993956,9.196592e-06,0.0
79.306,0.0,10.0500062222363,9.614567e-06,0.0
79.306,0.0,10.049573569261156,8.795439e-06,0.0
79.306,0.0,10.049143198051905,8.056537e-06,0.0
79.306,0.0,10.048741651546948,9.70978e-06,0.0
79.306,0.0,10.04834604455876,8.832227e-06,0.0
79.306,0.0,10.047904103511836,8.501447e-06,0.0
79.306,0.0,10.04749531724002,8.938077e-06,0.0
79.306,0.0,10.047049902606895,8.937655e-06,0.0
79.306,0.0,10.046645985258964,8.615782e-06,0.0
79.306,0.0,10.046248905252645,7.861381e-06,0.0
79.306,0.0,10.04582448984408,9.373762e-06,0.0
79.306,0.0,10.045423339941763,8.218136e-06,0.0
79.306,0.0,10.04500630187941,8.338e-06,0.0
79.306,0.0,10.044575140229744,8.303454e-06,0.0
79.306,0.0,10.044180734817598,8.843228e-06,0.0
79.306,0.0,10.043744025956835,8.119066e-06,0.0
79.306,0.0,10.04335055389867,7.639814e-06,0.0
79.306,0.0,10.04291614418551,8.892122e-06,0.0
79.306,0.0,10.042494112557096,7.888215e-06,0.0
79.306,0.0,10.042082278926584,7.762952e-06,0.0
79.306,0.0,10.04164706361863,8.369054e-06,0.0
79.306,0.0,10.041251432369386,8.600793e-06,0.0
79.306,0.0,10.040817634686883,7.746887e-06,0.0
79.306,0.0,10.040388144254042,7.35739e-06,0.0
79.306,0.0,10.03997142825654,8.784467e-06,0.0
79.306,0.0,10.039553406754164,7.767667e-06,0.0
79.306,0.0,10.039121828029089,7.191484e-06,0.0
79.306,0.0,10.038703797361618,8.436095e-06,0.0
79.306,0.0,10.038286139820327,7.795956e-06,0.0
79.306,0.0,10.037860772812488,7.123323e-06,0.0
79.306,0.0,10.037450371567664,6.898059e-06,0.0
79.306,0.0,10.03704216404588,8.223258e-06,0.0
79.306,0.0,10.036636013854904,7.119117e-06,0.0
79.306,0.0,10.036205329637976,6.660412e-06,1.0
79.306,0.0,10.035801415392053,7.292227e-06,1.0
79.306,0.0,10.035380528974049,7.237337e-06,1.0
79.306,0.0,10.03496673682372,6.907518e-06,1.0
79.306,0.0,10.03455606441072,6.307106e-06,1.0
79.306,0.0,10.03412571571396,7.433773e-06,1.0
79.306,0.0,10.03371633368942,6.977425e-06,1.0
79.306,0.0,10.033333979539048,6.518982e-06,1.0
79.306,0.0,10.03289324824575,6.443821e-06,1.0
79.306,0.0,10.03248422386674,6.982067e-06,1.0
79.306,0.0,10.032043937057766,6.405651e-06,1.0
79.306,0.0,10.031604555694358,5.835929e-06,1.0
79.306,0.0,10.031188554123158,6.690738e-06,1.0
79.306,0.0,10.03077405634477,6.274291e-06,1.0
79.306,0.0,10.030342170697429,6.004659e-06,1.0
79.306,0.0,10.029949679207489,5.907801e-06,1.0
79.306,0.0,10.029508907877,6.335235e-06,1.0
79.306,0.0,10.029100438669214,5.953116e-06,1.0
79.306,0.0,10.0286670027993,5.431342e-06,1.0
79.306,0.0,10.028268228619083,6.175134e-06,1.0
79.306,0.0,10.027839357876244,5.613081e-06,1.0
79.306,0.0,10.027430111571125,5.387599e-06,1.0
79.306,0.0,10.026992382804664,5.673457e-06,1.0
79.306,0.0,10.026582856392164,5.865048e-06,0.0
79.306,0.0,10.026168160020296,5.580237e-06,0.0
79.306,0.0,10.025785221526831,5.240829e-06,0.0
79.306,0.0,10.025348195953743,5.806767e-06,0.0
79.306,0.0,10.024943694470608,5.416237e-06,0.0
