ID,core,section,cut,sample_number,sampleID,top_depth,bottom_depth,ave_depth,top_depth_adj,bottom_depth_adj,ave_depth_adj,x_m,y_m,dD,d18O,dxs,dln
alhic2302-155_2-stick2-5,alhic2302,155_2,stick2,5,alhic2302-155_2-stick2-5,126.574,126.611,126.5925,126.5871673,126.6241673,126.6056673,0.046,0.016,-301.87,-37.85,0.9,9.894962742
alhic2302-155_2-stick2-6,alhic2302,155_2,stick2,6,alhic2302-155_2-stick2-6,126.611,126.648,126.6295,126.6241673,126.6611673,126.6426673,0.046,0.016,-301.68,-37.83,0.96,9.945314727
alhic2302-155_2-stick2-7,alhic2302,155_2,stick2,7,alhic2302-155_2-stick2-7,126.648,126.686,126.667,126.6611673,126.6991673,126.6801673,0.046,0.016,-298.89,-37.49,1.05,10.16709739
alhic2302-155_2-stick2-8,alhic2302,155_2,stick2,8,alhic2302-155_2-stick2-8,126.686,126.724,126.705,126.6991673,126.7371673,126.7181673,0.046,0.016,-295.93,-37.15,1.29,10.62296785
alhic2302-155_2-stick2-9,alhic2302,155_2,stick2,9,alhic2302-155_2-stick2-9,126.724,126.761,126.7425,126.7371673,126.7741673,126.7556673,0.046,0.016,-292.82,-36.75,1.18,10.62107056
alhic2302-155_2-stick2-10,alhic2302,155_2,stick2,10,alhic2302-155_2-stick2-10,126.761,126.797,126.779,126.7741673,126.8101673,126.7921673,0.046,0.016,-290.63,-36.49,1.33,10.85327069
alhic2302-155_2-stick2-11,alhic2302,155_2,stick2,11,alhic2302-155_2-stick2-11,126.797,126.834,126.8155,126.8101673,126.8471673,126.8286673,0.046,0.016,-290.29,-36.43,1.13,10.67319462
alhic2302-155_2-stick2-12,alhic2302,155_2,stick2,12,alhic2302-155_2-stick2-12,126.834,126.87,126.852,126.8471673,126.8831673,126.8651673,0.046,0.016,-290.09,-36.39,1.07,10.51559923
alhic2302-155_2-stick2-13,alhic2302,155_2,stick2,13,alhic2302-155_2-stick2-13,126.87,126.906,126.888,126.8831673,126.9191673,126.9011673,0.046,0.016,-289.28,-36.28,1,10.44829636
alhic2302-155_2-stick2-14,alhic2302,155_2,stick2,14,alhic2302-155_2-stick2-14,126.906,126.939,126.9225,126.9191673,126.9521673,126.9356673,0.046,0.016,-288.78,-36.27,1.36,11.04181896
alhic2302-155_2-stick2-15,alhic2302,155_2,stick2,15,alhic2302-155_2-stick2-15,126.939,126.975,126.957,126.9521673,126.9881673,126.9701673,0.046,0.016,-288.87,-36.3,1.51,11.24451562
alhic2302-155_2-stick2-16,alhic2302,155_2,stick2,16,alhic2302-155_2-stick2-16,126.975,127.006,126.9905,126.9881673,127.0191673,127.0036673,0.046,0.016,-289.01,-36.32,1.56,11.26716138
alhic2302-156_2-l-1,alhic2302,156_2,l,1,alhic2302-156_2-l-1,127.715,127.725,127.72,127.5888846,127.5988846,127.5938846,-0.1015,0.024,-298.19,-37.59,2.57,12.27165721
alhic2302-156_2-l-2,alhic2302,156_2,l,2,alhic2302-156_2-l-2,127.725,127.736,127.7305,127.5988846,127.6098846,127.6043846,-0.1015,0.024,-297.98,-37.59,2.75,12.57083874
alhic2302-156_2-l-3,alhic2302,156_2,l,3,alhic2302-156_2-l-3,127.736,127.747,127.7415,127.6098846,127.6208846,127.6153846,-0.1015,0.024,-298.17,-37.61,2.69,12.52157042
alhic2302-156_2-l-4,alhic2302,156_2,l,4,alhic2302-156_2-l-4,127.747,127.759,127.753,127.6208846,127.6328846,127.6268846,-0.1015,0.024,-298.37,-37.65,2.86,12.6794799
alhic2302-156_2-l-5,alhic2302,156_2,l,5,alhic2302-156_2-l-5,127.759,127.77,127.7645,127.6328846,127.6438846,127.6383846,-0.1015,0.024,-298.52,-37.7,3.05,13.01948277
alhic2302-156_2-l-6,alhic2302,156_2,l,6,alhic2302-156_2-l-6,127.77,127.781,127.7755,127.6438846,127.6548846,127.6493846,-0.1015,0.024,-298.26,-37.63,2.75,12.6147711
alhic2302-156_2-l-7,alhic2302,156_2,l,7,alhic2302-156_2-l-7,127.781,127.792,127.7865,127.6548846,127.6658846,127.6603846,-0.1015,0.024,-298.17,-37.59,2.51,12.30015455
alhic2302-156_2-l-8,alhic2302,156_2,l,8,alhic2302-156_2-l-8,127.792,127.804,127.798,127.6658846,127.6778846,127.6718846,-0.1015,0.024,-298.93,-37.75,3.03,12.98882964
alhic2302-156_2-l-9,alhic2302,156_2,l,9,alhic2302-156_2-l-9,127.804,127.815,127.8095,127.6778846,127.6888846,127.6833846,-0.1015,0.024,-298.55,-37.68,2.87,12.75516777
alhic2302-156_2-l-10,alhic2302,156_2,l,10,alhic2302-156_2-l-10,127.815,127.826,127.8205,127.6888846,127.6998846,127.6943846,-0.1015,0.024,-298.51,-37.67,2.89,12.70142815
alhic2302-156_2-l-11,alhic2302,156_2,l,11,alhic2302-156_2-l-11,127.826,127.837,127.8315,127.6998846,127.7108846,127.7053846,-0.1015,0.024,-298.71,-37.69,2.83,12.63781284
alhic2302-156_2-l-12,alhic2302,156_2,l,12,alhic2302-156_2-l-12,127.837,127.848,127.8425,127.7108846,127.7218846,127.7163846,-0.1015,0.024,-298.71,-37.71,2.93,12.85937482
alhic2302-156_2-l-13,alhic2302,156_2,l,13,alhic2302-156_2-l-13,127.848,127.86,127.854,127.7218846,127.7338846,127.7278846,-0.1015,0.024,-298.63,-37.71,3.06,12.9734438
alhic2302-156_2-l-14,alhic2302,156_2,l,14,alhic2302-156_2-l-14,127.86,127.871,127.8655,127.7338846,127.7448846,127.7393846,-0.1015,0.024,-298.39,-37.61,2.48,12.20805505
alhic2302-156_2-l-15,alhic2302,156_2,l,15,alhic2302-156_2-l-15,127.871,127.882,127.8765,127.7448846,127.7558846,127.7503846,-0.1015,0.024,-298.74,-37.67,2.64,12.37350086
alhic2302-156_2-l-16,alhic2302,156_2,l,16,alhic2302-156_2-l-16,127.882,127.893,127.8875,127.7558846,127.7668846,127.7613846,-0.1015,0.024,-298.46,-37.65,2.72,12.55119894
alhic2302-156_2-l-17,alhic2302,156_2,l,17,alhic2302-156_2-l-17,127.893,127.904,127.8985,127.7668846,127.7778846,127.7723846,-0.1015,0.024,-298.6,-37.69,2.95,12.79465434
alhic2302-156_2-l-18,alhic2302,156_2,l,18,alhic2302-156_2-l-18,127.904,127.916,127.91,127.7778846,127.7898846,127.7838846,-0.1015,0.024,-298.28,-37.62,2.72,12.47554391
alhic2302-156_2-l-19,alhic2302,156_2,l,19,alhic2302-156_2-l-19,127.916,127.927,127.9215,127.7898846,127.8008846,127.7953846,-0.1015,0.024,-298.92,-37.73,2.9,12.78147302
alhic2302-156_2-l-20,alhic2302,156_2,l,20,alhic2302-156_2-l-20,127.927,127.938,127.9325,127.8008846,127.8118846,127.8063846,-0.1015,0.024,-298.32,-37.64,2.8,12.63999919
alhic2302-156_2-l-21,alhic2302,156_2,l,21,alhic2302-156_2-l-21,127.938,127.949,127.9435,127.8118846,127.8228846,127.8173846,-0.1015,0.024,-297.65,-37.52,2.53,12.26607491
alhic2302-156_2-l-22,alhic2302,156_2,l,22,alhic2302-156_2-l-22,127.949,127.961,127.955,127.8228846,127.8348846,127.8288846,-0.1015,0.024,-298.45,-37.65,2.74,12.56545319
alhic2302-156_2-l-23,alhic2302,156_2,l,23,alhic2302-156_2-l-23,127.961,127.972,127.9665,127.8348846,127.8458846,127.8403846,-0.1015,0.024,-298.62,-37.68,2.81,12.6553695
alhic2302-156_2-l-24,alhic2302,156_2,l,24,alhic2302-156_2-l-24,127.972,127.983,127.9775,127.8458846,127.8568846,127.8513846,-0.1015,0.024,-298.31,-37.61,2.59,12.32207201
alhic2302-156_2-l-25,alhic2302,156_2,l,25,alhic2302-156_2-l-25,127.983,127.994,127.9885,127.8568846,127.8678846,127.8623846,-0.1015,0.024,-298.11,-37.58,2.53,12.27494471
alhic2302-156_2-l-26,alhic2302,156_2,l,26,alhic2302-156_2-l-26,127.994,128.005,127.9995,127.8678846,127.8788846,127.8733846,-0.1015,0.024,-298.02,-37.59,2.72,12.51385868
alhic2302-156_2-l-27,alhic2302,156_2,l,27,alhic2302-156_2-l-27,128.005,128.017,128.011,127.8788846,127.8908846,127.8848846,-0.1015,0.024,-298.11,-37.52,2.06,11.61091622
alhic2302-156_2-l-28,alhic2302,156_2,l,28,alhic2302-156_2-l-28,128.017,128.028,128.0225,127.8908846,127.9018846,127.8963846,-0.1015,0.024,-297.5,-37.47,2.24,11.92646459
alhic2302-156_2-l-29,alhic2302,156_2,l,29,alhic2302-156_2-l-29,128.028,128.039,128.0335,127.9018846,127.9128846,127.9073846,-0.1015,0.024,-296.44,-37.34,2.26,11.99687213
alhic2302-156_2-l-30,alhic2302,156_2,l,30,alhic2302-156_2-l-30,128.039,128.05,128.0445,127.9128846,127.9238846,127.9183846,-0.1015,0.024,-295.17,-37.13,1.84,11.48107948
alhic2302-156_2-l-31,alhic2302,156_2,l,31,alhic2302-156_2-l-31,128.05,128.061,128.0555,127.9238846,127.9348846,127.9293846,-0.1015,0.024,-294.98,-37.1,1.78,11.41954994
alhic2302-156_2-l-32,alhic2302,156_2,l,32,alhic2302-156_2-l-32,128.061,128.073,128.067,127.9348846,127.9468846,127.9408846,-0.1015,0.024,-293.64,-36.9,1.57,11.11300008
alhic2302-156_2-l-33,alhic2302,156_2,l,33,alhic2302-156_2-l-33,128.073,128.084,128.0785,127.9468846,127.9578846,127.9523846,-0.1015,0.024,-293.8,-36.94,1.72,11.32730795
alhic2302-156_2-l-34,alhic2302,156_2,l,34,alhic2302-156_2-l-34,128.084,128.095,128.0895,127.9578846,127.9688846,127.9633846,-0.1015,0.024,-293.34,-36.87,1.61,11.20706387
alhic2302-156_2-l-35,alhic2302,156_2,l,35,alhic2302-156_2-l-35,128.095,128.106,128.1005,127.9688846,127.9798846,127.9743846,-0.1015,0.024,-293.25,-36.84,1.51,11.00392239
alhic2302-156_2-l-36,alhic2302,156_2,l,36,alhic2302-156_2-l-36,128.106,128.118,128.112,127.9798846,127.9918846,127.9858846,-0.1015,0.024,-292.92,-36.78,1.34,10.80995014
alhic2302-156_2-l-37,alhic2302,156_2,l,37,alhic2302-156_2-l-37,128.118,128.129,128.1235,127.9918846,128.0028846,127.9973846,-0.1015,0.024,-293.86,-36.9,1.3,10.80149565
alhic2302-156_2-l-38,alhic2302,156_2,l,38,alhic2302-156_2-l-38,128.129,128.14,128.1345,128.0028846,128.0138846,128.0083846,-0.1015,0.024,-293.79,-36.88,1.26,10.68024149
alhic2302-156_2-l-39,alhic2302,156_2,l,39,alhic2302-156_2-l-39,128.14,128.151,128.1455,128.0138846,128.0248846,128.0193846,-0.1015,0.024,-293.4,-36.78,0.88,10.1308714
alhic2302-156_2-l-40,alhic2302,156_2,l,40,alhic2302-156_2-l-40,128.151,128.162,128.1565,128.0248846,128.0358846,128.0303846,-0.1015,0.024,-293.78,-36.9,1.38,10.91478121
alhic2302-156_2-l-41,alhic2302,156_2,l,41,alhic2302-156_2-l-41,128.162,128.174,128.168,128.0358846,128.0478846,128.0418846,-0.1015,0.024,-293.43,-36.8,0.97,10.30864763
alhic2302-156_2-l-42,alhic2302,156_2,l,42,alhic2302-156_2-l-42,128.174,128.185,128.1795,128.0478846,128.0588846,128.0533846,-0.1015,0.024,-293.49,-36.79,0.84,10.11360612
alhic2302-156_2-l-43,alhic2302,156_2,l,43,alhic2302-156_2-l-43,128.185,128.196,128.1905,128.0588846,128.0698846,128.0643846,-0.1015,0.024,-293.37,-36.82,1.21,10.61382441
alhic2302-156_2-l-44,alhic2302,156_2,l,44,alhic2302-156_2-l-44,128.196,128.207,128.2015,128.0698846,128.0808846,128.0753846,-0.1015,0.024,-293.29,-36.76,0.78,10.06632953
alhic2302-156_2-l-45,alhic2302,156_2,l,45,alhic2302-156_2-l-45,128.207,128.218,128.2125,128.0808846,128.0918846,128.0863846,-0.1015,0.024,-292.77,-36.73,1.05,10.47161032
alhic2302-156_2-l-46,alhic2302,156_2,l,46,alhic2302-156_2-l-46,128.218,128.23,128.224,128.0918846,128.1038846,128.0978846,-0.1015,0.024,-293.27,-36.79,1.06,10.42494744
alhic2302-156_2-l-47,alhic2302,156_2,l,47,alhic2302-156_2-l-47,128.23,128.241,128.2355,128.1038846,128.1148846,128.1093846,-0.1015,0.024,-293.32,-36.82,1.21,10.6845803
alhic2302-156_2-l-48,alhic2302,156_2,l,48,alhic2302-156_2-l-48,128.241,128.252,128.2465,128.1148846,128.1258846,128.1203846,-0.1015,0.024,-293.68,-36.89,1.47,10.94617662
alhic2302-156_2-l-49,alhic2302,156_2,l,49,alhic2302-156_2-l-49,128.252,128.263,128.2575,128.1258846,128.1368846,128.1313846,-0.1015,0.024,-293.62,-36.88,1.42,10.92093412
alhic2302-156_2-l-50,alhic2302,156_2,l,50,alhic2302-156_2-l-50,128.263,128.275,128.269,128.1368846,128.1488846,128.1428846,-0.1015,0.024,-293.57,-36.87,1.36,10.88153612
alhic2302-156_2-l-51,alhic2302,156_2,l,51,alhic2302-156_2-l-51,128.275,128.286,128.2805,128.1488846,128.1598846,128.1543846,-0.1015,0.024,-294.42,-37,1.54,11.11047318
alhic2302-156_2-l-52,alhic2302,156_2,l,52,alhic2302-156_2-l-52,128.286,128.297,128.2915,128.1598846,128.1708846,128.1653846,-0.1015,0.024,-295.15,-37.11,1.7,11.28873958
alhic2302-156_2-l-53,alhic2302,156_2,l,53,alhic2302-156_2-l-53,128.297,128.308,128.3025,128.1708846,128.1818846,128.1763846,-0.1015,0.024,-295.31,-37.15,1.92,11.50317461
alhic2302-156_2-l-54,alhic2302,156_2,l,54,alhic2302-156_2-l-54,128.308,128.319,128.3135,128.1818846,128.1928846,128.1873846,-0.1015,0.024,-295.38,-37.15,1.79,11.40383522
alhic2302-156_2-l-55,alhic2302,156_2,l,55,alhic2302-156_2-l-55,128.319,128.331,128.325,128.1928846,128.2048846,128.1988846,-0.1015,0.024,-295.66,-37.19,1.89,11.44795511
alhic2302-156_2-l-56,alhic2302,156_2,l,56,alhic2302-156_2-l-56,128.331,128.342,128.3365,128.2048846,128.2158846,128.2103846,-0.1015,0.024,-295.47,-37.16,1.84,11.38648174
alhic2302-156_2-l-57,alhic2302,156_2,l,57,alhic2302-156_2-l-57,128.342,128.36,128.351,128.2158846,128.2338846,128.2248846,-0.1015,0.024,-295.34,-37.15,1.86,11.4606018
alhic2302-156_2-r-1,alhic2302,156_2,r,1,alhic2302-156_2-r-1,127.68,127.694,127.687,127.7633072,127.7773072,127.7703072,0.0735,0.084,-299.71,-37.75,2.26,11.87562521
alhic2302-156_2-r-2,alhic2302,156_2,r,2,alhic2302-156_2-r-2,127.694,127.709,127.7015,127.7773072,127.7923072,127.7848072,0.0735,0.084,-298.55,-37.6,2.21,11.86927054
alhic2302-156_2-r-3,alhic2302,156_2,r,3,alhic2302-156_2-r-3,127.709,127.724,127.7165,127.7923072,127.8073072,127.7998072,0.0735,0.084,-299.09,-37.67,2.26,11.87427465
alhic2302-156_2-r-4,alhic2302,156_2,r,4,alhic2302-156_2-r-4,127.724,127.739,127.7315,127.8073072,127.8223072,127.8148072,0.0735,0.084,-298.58,-37.63,2.48,12.15865774
alhic2302-156_2-r-5,alhic2302,156_2,r,5,alhic2302-156_2-r-5,127.739,127.754,127.7465,127.8223072,127.8373072,127.8298072,0.0735,0.084,-298.61,-37.62,2.37,12.00516025
alhic2302-156_2-r-6,alhic2302,156_2,r,6,alhic2302-156_2-r-6,127.754,127.769,127.7615,127.8373072,127.8523072,127.8448072,0.0735,0.084,-297.88,-37.52,2.27,11.93854922
alhic2302-156_2-r-7,alhic2302,156_2,r,7,alhic2302-156_2-r-7,127.769,127.784,127.7765,127.8523072,127.8673072,127.8598072,0.0735,0.084,-297.33,-37.44,2.19,11.83662207
alhic2302-156_2-r-8,alhic2302,156_2,r,8,alhic2302-156_2-r-8,127.784,127.799,127.7915,127.8673072,127.8823072,127.8748072,0.0735,0.084,-297.09,-37.41,2.2,11.84637769
alhic2302-156_2-r-9,alhic2302,156_2,r,9,alhic2302-156_2-r-9,127.799,127.814,127.8065,127.8823072,127.8973072,127.8898072,0.0735,0.084,-295.48,-37.18,2,11.59307587
alhic2302-156_2-r-10,alhic2302,156_2,r,10,alhic2302-156_2-r-10,127.814,127.829,127.8215,127.8973072,127.9123072,127.9048072,0.0735,0.084,-294.35,-37.02,1.83,11.43023211
alhic2302-156_2-r-11,alhic2302,156_2,r,11,alhic2302-156_2-r-11,127.829,127.844,127.8365,127.9123072,127.9273072,127.9198072,0.0735,0.084,-293.61,-36.89,1.49,11.04527693
alhic2302-156_2-r-12,alhic2302,156_2,r,12,alhic2302-156_2-r-12,127.844,127.86,127.852,127.9273072,127.9433072,127.9353072,0.0735,0.084,-294.17,-37,1.84,11.46472885
alhic2302-156_2-r-13,alhic2302,156_2,r,13,alhic2302-156_2-r-13,127.86,127.875,127.8675,127.9433072,127.9583072,127.9508072,0.0735,0.084,-293.55,-36.87,1.4,10.90984709
alhic2302-156_2-r-14,alhic2302,156_2,r,14,alhic2302-156_2-r-14,127.875,127.89,127.8825,127.9583072,127.9733072,127.9658072,0.0735,0.084,-293.21,-36.83,1.41,10.95036811
alhic2302-156_2-r-15,alhic2302,156_2,r,15,alhic2302-156_2-r-15,127.89,127.905,127.8975,127.9733072,127.9883072,127.9808072,0.0735,0.084,-293.67,-36.89,1.44,10.96033441
alhic2302-156_2-r-16,alhic2302,156_2,r,16,alhic2302-156_2-r-16,127.905,127.92,127.9125,127.9883072,128.0033072,127.9958072,0.0735,0.084,-293.59,-36.78,0.65,9.86194195
alhic2302-156_2-r-17,alhic2302,156_2,r,17,alhic2302-156_2-r-17,127.92,127.935,127.9275,128.0033072,128.0183072,128.0108072,0.0735,0.084,-293.46,-36.78,0.77,10.04595412
alhic2302-156_2-r-18,alhic2302,156_2,r,18,alhic2302-156_2-r-18,127.935,127.95,127.9425,128.0183072,128.0333072,128.0258072,0.0735,0.084,-293.29,-36.81,1.19,10.61689623
alhic2302-156_2-r-19,alhic2302,156_2,r,19,alhic2302-156_2-r-19,127.95,127.965,127.9575,128.0333072,128.0483072,128.0408072,0.0735,0.084,-293.57,-36.83,1.08,10.44089329
alhic2302-156_2-r-20,alhic2302,156_2,r,20,alhic2302-156_2-r-20,127.965,127.98,127.9725,128.0483072,128.0633072,128.0558072,0.0735,0.084,-293.34,-36.81,1.16,10.54614335
alhic2302-156_2-r-21,alhic2302,156_2,r,21,alhic2302-156_2-r-21,127.98,127.995,127.9875,128.0633072,128.0783072,128.0708072,0.0735,0.084,-293.06,-36.79,1.29,10.72204648
alhic2302-156_2-r-22,alhic2302,156_2,r,22,alhic2302-156_2-r-22,127.995,128.01,128.0025,128.0783072,128.0933072,128.0858072,0.0735,0.084,-293.18,-36.8,1.2,10.66240703
alhic2302-156_2-r-23,alhic2302,156_2,r,23,alhic2302-156_2-r-23,128.01,128.025,128.0175,128.0933072,128.1083072,128.1008072,0.0735,0.084,-293.52,-36.87,1.46,10.95231204
alhic2302-156_2-r-24,alhic2302,156_2,r,24,alhic2302-156_2-r-24,128.025,128.04,128.0325,128.1083072,128.1233072,128.1158072,0.0735,0.084,-293.95,-36.91,1.36,10.78423484
alhic2302-156_2-r-25,alhic2302,156_2,r,25,alhic2302-156_2-r-25,128.04,128.055,128.0475,128.1233072,128.1383072,128.1308072,0.0735,0.084,-294.9,-37.04,1.42,10.87108884
alhic2302-156_2-r-26,alhic2302,156_2,r,26,alhic2302-156_2-r-26,128.055,128.07,128.0625,128.1383072,128.1533072,128.1458072,0.0735,0.084,-295.36,-37.11,1.52,10.99075945
alhic2302-156_2-r-27,alhic2302,156_2,r,27,alhic2302-156_2-r-27,128.07,128.085,128.0775,128.1533072,128.1683072,128.1608072,0.0735,0.084,-295.17,-37.1,1.67,11.15001771
alhic2302-156_2-r-28,alhic2302,156_2,r,28,alhic2302-156_2-r-28,128.085,128.1,128.0925,128.1683072,128.1833072,128.1758072,0.0735,0.084,-295.88,-37.2,1.75,11.24596945
alhic2302-156_2-r-29,alhic2302,156_2,r,29,alhic2302-156_2-r-29,128.1,128.115,128.1075,128.1833072,128.1983072,128.1908072,0.0735,0.084,-295.21,-37.13,1.8,11.4243266
alhic2302-156_2-r-30,alhic2302,156_2,r,30,alhic2302-156_2-r-30,128.115,128.13,128.1225,128.1983072,128.2133072,128.2058072,0.0735,0.084,-295.78,-37.22,1.98,11.60882706
alhic2302-156_2-r-31,alhic2302,156_2,r,31,alhic2302-156_2-r-31,128.13,128.145,128.1375,128.2133072,128.2283072,128.2208072,0.0735,0.084,-296.77,-37.29,1.53,10.97521972
alhic2302-156_2-r-32,alhic2302,156_2,r,32,alhic2302-156_2-r-32,128.145,128.16,128.1525,128.2283072,128.2433072,128.2358072,0.0735,0.084,-297.03,-37.41,2.25,11.93173349
alhic2302-156_2-r-33,alhic2302,156_2,r,33,alhic2302-156_2-r-33,128.16,128.175,128.1675,128.2433072,128.2583072,128.2508072,0.0735,0.084,-297.05,-37.41,2.25,11.90328236
alhic2302-156_2-r-34,alhic2302,156_2,r,34,alhic2302-156_2-r-34,128.175,128.191,128.183,128.2583072,128.2743072,128.2663072,0.0735,0.084,-297.35,-37.42,2.04,11.58699122
alhic2302-156_2-r-35,alhic2302,156_2,r,35,alhic2302-156_2-r-35,128.191,128.206,128.1985,128.2743072,128.2893072,128.2818072,0.0735,0.084,-296.29,-37.25,1.74,11.21568359
alhic2302-156_2-r-36,alhic2302,156_2,r,36,alhic2302-156_2-r-36,128.206,128.221,128.2135,128.2893072,128.3043072,128.2968072,0.0735,0.084,-295.95,-37.19,1.56,11.03613735
alhic2302-156_2-r-37,alhic2302,156_2,r,37,alhic2302-156_2-r-37,128.221,128.236,128.2285,128.3043072,128.3193072,128.3118072,0.0735,0.084,-296.11,-37.23,1.7,11.25054784
alhic2302-156_2-r-38,alhic2302,156_2,r,38,alhic2302-156_2-r-38,128.236,128.251,128.2435,128.3193072,128.3343072,128.3268072,0.0735,0.084,-296.61,-37.3,1.77,11.31320066
alhic2302-156_2-r-39,alhic2302,156_2,r,39,alhic2302-156_2-r-39,128.251,128.266,128.2585,128.3343072,128.3493072,128.3418072,0.0735,0.084,-296.93,-37.36,1.93,11.52122226
alhic2302-156_2-r-40,alhic2302,156_2,r,40,alhic2302-156_2-r-40,128.266,128.281,128.2735,128.3493072,128.3643072,128.3568072,0.0735,0.084,-297.74,-37.48,2.09,11.69538585
alhic2302-156_2-r-41,alhic2302,156_2,r,41,alhic2302-156_2-r-41,128.281,128.296,128.2885,128.3643072,128.3793072,128.3718072,0.0735,0.084,-297.76,-37.48,2.11,11.66690597
alhic2302-156_2-r-42,alhic2302,156_2,r,42,alhic2302-156_2-r-42,128.296,128.311,128.3035,128.3793072,128.3943072,128.3868072,0.0735,0.084,-298.34,-37.56,2.12,11.72583229
alhic2302-156_2-r-43,alhic2302,156_2,r,43,alhic2302-156_2-r-43,128.311,128.326,128.3185,128.3943072,128.4093072,128.4018072,0.0735,0.084,-298.45,-37.57,2.11,11.67973128
alhic2302-156_2-r-44,alhic2302,156_2,r,44,alhic2302-156_2-r-44,128.326,128.341,128.3335,128.4093072,128.4243072,128.4168072,0.0735,0.084,-298.66,-37.58,1.98,11.49103896
alhic2302-156_2-r-45,alhic2302,156_2,r,45,alhic2302-156_2-r-45,128.341,128.364,128.3525,128.4243072,128.4473072,128.4358072,0.0735,0.084,-298.73,-37.65,2.45,12.16625728
alhic2302-158-l-1,alhic2302,158,l,1,alhic2302-158-l-1,128.61,128.622,128.616,128.6672142,128.6792142,128.6732142,-0.111,0.016,-295.19,-37.1,1.58,11.12164168
alhic2302-158-l-2,alhic2302,158,l,2,alhic2302-158-l-2,128.622,128.635,128.6285,128.6792142,128.6922142,128.6857142,-0.111,0.016,-294.93,-37.05,1.45,10.93884365
alhic2302-158-l-3,alhic2302,158,l,3,alhic2302-158-l-3,128.635,128.648,128.6415,128.6922142,128.7052142,128.6987142,-0.111,0.016,-294.6,-37,1.4,10.85533136
alhic2302-158-l-4,alhic2302,158,l,4,alhic2302-158-l-4,128.648,128.661,128.6545,128.7052142,128.7182142,128.7117142,-0.111,0.016,-294.04,-36.9,1.15,10.5465562
alhic2302-158-l-5,alhic2302,158,l,5,alhic2302-158-l-5,128.661,128.674,128.6675,128.7182142,128.7312142,128.7247142,-0.111,0.016,-294.13,-36.91,1.14,10.52926289
alhic2302-158-l-6,alhic2302,158,l,6,alhic2302-158-l-6,128.674,128.687,128.6805,128.7312142,128.7442142,128.7377142,-0.111,0.016,-294.75,-36.97,1.04,10.31188608
alhic2302-158-l-7,alhic2302,158,l,7,alhic2302-158-l-7,128.687,128.7,128.6935,128.7442142,128.7572142,128.7507142,-0.111,0.016,-295.61,-37.04,0.72,9.863632159
alhic2302-158-l-8,alhic2302,158,l,8,alhic2302-158-l-8,128.7,128.713,128.7065,128.7572142,128.7702142,128.7637142,-0.111,0.016,-296.77,-37.19,0.76,9.870768566
alhic2302-158-l-9,alhic2302,158,l,9,alhic2302-158-l-9,128.713,128.726,128.7195,128.7702142,128.7832142,128.7767142,-0.111,0.016,-297.1,-37.18,0.33,9.290990185
alhic2302-158-l-10,alhic2302,158,l,10,alhic2302-158-l-10,128.726,128.739,128.7325,128.7832142,128.7962142,128.7897142,-0.111,0.016,-297.68,-37.29,0.6,9.680352757
alhic2302-158-l-11,alhic2302,158,l,11,alhic2302-158-l-11,128.739,128.752,128.7455,128.7962142,128.8092142,128.8027142,-0.111,0.016,-297.3,-37.25,0.69,9.779402316
alhic2302-158-l-12,alhic2302,158,l,12,alhic2302-158-l-12,128.752,128.765,128.7585,128.8092142,128.8222142,128.8157142,-0.111,0.016,-296.71,-37.14,0.43,9.404133541
alhic2302-158-l-13,alhic2302,158,l,13,alhic2302-158-l-13,128.765,128.778,128.7715,128.8222142,128.8352142,128.8287142,-0.111,0.016,-297.01,-37.2,0.58,9.639840228
alhic2302-158-l-14,alhic2302,158,l,14,alhic2302-158-l-14,128.778,128.791,128.7845,128.8352142,128.8482142,128.8417142,-0.111,0.016,-297.9,-37.27,0.28,9.146107557
alhic2302-158-l-15,alhic2302,158,l,15,alhic2302-158-l-15,128.791,128.804,128.7975,128.8482142,128.8612142,128.8547142,-0.111,0.016,-297.08,-37.22,0.72,9.761107047
alhic2302-158-l-16,alhic2302,158,l,16,alhic2302-158-l-16,128.804,128.817,128.8105,128.8612142,128.8742142,128.8677142,-0.111,0.016,-296.04,-37.06,0.44,9.473601512
alhic2302-158-l-17,alhic2302,158,l,17,alhic2302-158-l-17,128.817,128.83,128.8235,128.8742142,128.8872142,128.8807142,-0.111,0.016,-295.9,-37.06,0.62,9.672456675
alhic2302-158-l-18,alhic2302,158,l,18,alhic2302-158-l-18,128.83,128.843,128.8365,128.8872142,128.9002142,128.8937142,-0.111,0.016,-295.31,-37,0.69,9.848303354
alhic2302-158-l-19,alhic2302,158,l,19,alhic2302-158-l-19,128.843,128.856,128.8495,128.9002142,128.9132142,128.9067142,-0.111,0.016,-295.23,-37.01,0.85,10.07209571
alhic2302-158-l-20,alhic2302,158,l,20,alhic2302-158-l-20,128.856,128.869,128.8625,128.9132142,128.9262142,128.9197142,-0.111,0.016,-294.43,-36.91,0.81,10.10416511
alhic2302-158-l-21,alhic2302,158,l,21,alhic2302-158-l-21,128.869,128.882,128.8755,128.9262142,128.9392142,128.9327142,-0.111,0.016,-294.28,-36.91,1.04,10.31673659
alhic2302-158-l-22,alhic2302,158,l,22,alhic2302-158-l-22,128.882,128.895,128.8885,128.9392142,128.9522142,128.9457142,-0.111,0.016,-294.38,-36.93,1.03,10.39545075
